ID,count,mean,std,min,25%,50%,75%,max
Bc12,24239,41.2558273856184,258.977343604418,0,0.462208832014017,7.80341863017932,25.8623417188946,21314.0281933738
Bc12.1,24239,41.2558273856181,275.528895250227,0,0.427599764117145,7.48137862634611,25.0166557056482,23373.5007937913
Bc18,24239,41.2558273856184,237.582959126025,0,0.393370107258216,7.72292286950646,26.7066687163315,13089.1812790046
Bc18.1,24239,41.2558273856182,253.646210607335,0,0.44929096059062,7.47686169138904,25.4854406736153,18660.4584537765
Bc24,24239,41.2558273856182,227.82776337025,0,1.24821358718036,9.22887006327285,29.5559286793863,18666.4608535459
Bc24.1,24239,41.255827385618,231.17353879207,0,1.14266451199641,8.87136414490701,28.9649573339241,20741.999956011
Ch22,24239,41.2558273856182,231.031065295327,0,0.667340540173306,9.62233837441504,31.0425102595619,18983.6082814166
Ch22.1,24239,41.2558273856182,230.732374411643,0,0.661223603710363,9.67423351347209,30.7505169790294,18793.4090404415
Ch22.2,24239,41.255827385618,230.029878157048,0,0.692512815396198,10.1725174325137,32.2379521662843,21455.9520130605
Ch22.3,24239,41.2558273856181,229.512597534569,0,0.70373876279578,10.2652094619269,32.1874422561612,21435.8982728207
Ch40,24239,41.2558273856183,200.912927193662,0,0.686631565197416,7.87070427953657,28.1431394529043,11056.6928889306
Ch40.1,24239,41.2558273856182,201.015880147614,0,0.671287004375328,7.90343296256481,27.9813382540143,10959.7499258069
Ch40.2,24239,41.2558273856181,210.343657936691,0,0.532941475818098,6.66705538929172,25.5970033589804,10852.4586400036
Ch40.3,24239,41.2558273856182,210.739781210408,0,0.536875031449503,6.68885384899034,25.6468177406393,10902.9141927376
Ss30,24239,41.2558273856182,357.879073468694,0,0,0.967405632932406,9.12490771867713,28819.2218684002
Ss30.1,24239,41.2558273856181,369.458888433652,0,0,0.920955490144087,8.6259884584363,30046.7941723201
Ss30.2,24239,41.2558273856179,319.954246864352,0,0,1.4424998245125,11.4284671167804,23508.0337224235
