ID,count,mean,std,min,25%,50%,75%,max
Bc12,27655.0,5.009321182175393,3.8832341111492523,0.0,0.0,5.857980995127572,8.303780748177102,17.584786379736883
Bc12.1,27655.0,5.183563929907964,3.985064887029906,0.0,0.0,6.108524456778168,8.554588851677638,17.972749860653227
Bc18,27655.0,5.013277490013133,3.9334165213748378,0.0,0.0,5.807354922057604,8.39231742277876,17.338092178481546
Bc18.1,27655.0,4.723590676826614,3.7481006476496654,0.0,0.0,5.426264754702097,7.90086680798075,17.30761885400159
Bc24,27655.0,5.861618395852457,3.9899938434907187,0.0,1.584962500721156,6.794415866350106,9.108524456778168,17.46549466363738
Bc24.1,27655.0,5.807581742515993,3.984069684187342,0.0,1.584962500721156,6.7004397181410935,9.060695931687556,17.605956903531055
Ch22,27655.0,4.96057404796627,3.7914777994860214,0.0,0.0,5.78135971352466,8.167415964059,17.189023396772658
Ch22.1,27655.0,4.978140600059208,3.7955198257345724,0.0,0.0,5.807354922057604,8.18734995089415,17.207900856629784
Ch22.2,27655.0,5.014577062192591,3.805382319059212,0.0,0.0,5.906890595608518,8.228818690495881,16.772005215061053
Ch22.3,27655.0,5.002743681828572,3.7997511862574758,0.0,0.0,5.8826430493618425,8.214319120800766,16.747760290778356
Ch40,27655.0,4.817807281308823,3.6928738832030867,0.0,0.0,5.459431618637297,7.90086680798075,16.174438097736743
Ch40.1,27655.0,4.814032575163638,3.69483198316348,0.0,0.0,5.459431618637297,7.8917805061031014,16.168946279344013
Ch40.2,27655.0,4.748695734472369,3.7099003586476047,0.0,0.0,5.28540221886225,7.845490050944375,16.12724876816099
Ch40.3,27655.0,4.75029461089433,3.709542434517706,0.0,0.0,5.28540221886225,7.8548650182718145,16.12218090125975
Ss30,27655.0,3.061983132419056,3.3298933121980028,0.0,0.0,2.0,5.584962500721157,16.665294274755347
Ss30.1,27655.0,3.122717909444594,3.3710681453069475,0.0,0.0,2.0,5.672425341971495,16.79607764338467
Ss30.2,27655.0,3.522137526964945,3.5097878902634854,0.0,0.0,2.807354922057604,6.339850002884624,16.806058671742843
