ID,count,mean,std,min,25%,50%,75%,max
Bc12,6382.0,8.875178329396428,1.4883193835928208,5.20945336562895,7.918863237274595,8.813781191217037,9.734709620225836,17.584786379736883
Bc12.1,6382.0,9.129574020733134,1.5152473298965319,5.20945336562895,8.169925001442312,9.064742135873143,10.0,17.972749860653227
Bc18,6382.0,9.203798376355085,1.49626789448937,5.20945336562895,8.233619676759702,9.129283016944965,10.076481485160127,17.338092178481546
Bc18.1,6382.0,8.687286556042086,1.486910707927991,5.20945336562895,7.6794800995054455,8.599912842187129,9.546894459887637,17.30761885400159
Bc24,6382.0,10.074621285329613,1.4654017468528555,5.7279204545632,9.080150848208579,9.988684686772164,10.968486771349582,17.46549466363738
Bc24.1,6382.0,10.075034804715308,1.4671954809818402,5.614709844115208,9.084808387804364,9.968666793195208,10.967766594068529,17.605956903531055
Ch22,6382.0,9.138107306295412,1.4040114744725372,5.20945336562895,8.179909090014933,9.060695931687556,9.98584193700334,17.189023396772658
Ch22.1,6382.0,9.158503173882211,1.4044898014637188,5.247927513443585,8.209453365628951,9.082149041353869,10.00386910364041,17.207900856629784
Ch22.2,6382.0,9.140433237960202,1.39972048707672,5.20945336562895,8.189824558880018,9.079484783826816,10.01785220603156,16.772005215061053
Ch22.3,6382.0,9.123643309467106,1.3974431622134784,5.20945336562895,8.179909090014933,9.066089190457774,10.001408194392805,16.747760290778356
Ch40,6382.0,9.014500869803118,1.4312275402646824,5.247927513443585,8.045757726881481,8.906890595608518,9.86534648930239,16.174438097736743
Ch40.1,6382.0,9.01415504699384,1.4309593955233584,5.247927513443585,8.044394119358454,8.911391210000001,9.860698876092211,16.168946279344013
Ch40.2,6382.0,9.059526669614549,1.4735154294025412,5.20945336562895,8.049848549450562,8.943979170858576,9.929997493692749,16.12724876816099
Ch40.3,6382.0,9.062592774781189,1.4733160034778991,5.20945336562895,8.049848549450562,8.938108576658632,9.929997493692749,16.12218090125975
Ss30,6382.0,7.729285499686938,1.7561126753832446,5.20945336562895,6.409390936137703,7.409390936137703,8.703903573444663,16.665294274755347
Ss30.1,6382.0,7.825287284225737,1.8003103552141864,5.20945336562895,6.442943495848727,7.487834436796965,8.847839718058099,16.79607764338467
Ss30.2,6382.0,8.327948190954105,1.6727553056240385,5.20945336562895,7.076815597050832,8.014017771554904,9.257387842692651,16.806058671742843
