sample,count,mean,std,min,25%,50%,75%,max,ID
SRR3383640,7782.0,9.217593348868945,1.2531142241336908,7.209453365628951,8.312882955284357,8.991521846075695,9.87113456693814,17.227296295103052,healthy12
SRR3383641,7782.0,10.284482923894268,1.2417044897413556,7.285402218862249,9.39231742277876,10.066089190457774,10.934980797359474,18.265074740410657,healthy12
SRR3383782,7782.0,10.389972814233243,1.3991568501043796,7.303780748177103,9.394462694610317,10.14338321398982,11.099183381970795,19.33362053397145,healthy18
SRR3383783,7782.0,9.365919502259091,1.3641762336852454,7.209453365628951,8.383704292474054,9.127993744894075,10.057991722759175,18.26820844450981,healthy18
SRR3383821,7782.0,9.569098297262801,1.3057108305195229,7.2384047393250786,8.622051819456376,9.310612781659527,10.226412192788787,17.17939402746687,healthy24
SRR3383822,7782.0,8.912103423798705,1.3009536674149547,7.209453365628951,7.965784284662088,8.640244936222345,9.54882190845875,16.795786019502007,healthy24
SRR6283145,7782.0,10.009807478753311,1.374629762895859,7.209453365628951,9.030667136246944,9.848622940429339,10.77210829781639,17.106450481091255,healthy30
SRR6283144,7782.0,10.020690954189487,1.4701745692142756,7.209453365628951,8.972261312914462,9.873444112515378,10.83979424992915,18.067208501808,healthy30
