sample,count,mean,std,min,25%,50%,75%,max,ID
SRR3383640,22427.0,6.0660953295919775,3.2811695727389036,0.0,3.700439718141092,6.78135971352466,8.519636252843213,17.227296295103052,healthy12
SRR3383641,22427.0,6.930135236918536,3.5699110197761335,0.0,4.459431618637297,7.851749041416057,9.5980525001616,18.265074740410657,healthy12
SRR3383782,22427.0,7.0304531997082,3.585115117644258,0.0,4.6438561897747235,7.832890014164741,9.655530445902873,19.33362053397145,healthy18
SRR3383783,22427.0,6.09402830129458,3.41369320533952,0.0,3.584962500721156,6.832890014164741,8.640244936222345,18.26820844450981,healthy18
SRR3383821,22427.0,6.311458039214649,3.412692660685206,0.0,3.8073549220576037,7.108524456778168,8.859533950561483,17.17939402746687,healthy24
SRR3383822,22427.0,5.760500015845099,3.2651467900940068,0.0,3.3219280948873617,6.475733430966398,8.194756854422247,16.795786019502007,healthy24
SRR6283145,22427.0,6.5446269700119934,3.6702242667412075,0.0,3.700439718141092,7.451211111832329,9.333155350310617,17.106450481091255,healthy30
SRR6283144,22427.0,6.498414175534369,3.7072549357835163,0.0,3.584962500721156,7.321928094887363,9.319672120946997,18.067208501808,healthy30
