Counts	27655.0	316.55454709817394	1396.939527121289	1.0	1.0	39.0	230.0	71579.0	0.0	SRR364398
log2_value	27655.0	4.748695734472369	3.7099003586476047	0.0	0.0	5.285402218862249	7.845490050944375	16.12724876816099	7117.0	SRR364398
Counts	27655.0	325.25875971795335	1348.8402693920711	1.0	1.0	59.0	297.0	110047.0	0.0	SRR364392
log2_value	27655.0	5.002743681828572	3.7997511862574758	0.0	0.0	5.882643049361842	8.214319120800766	16.747760290778356	7219.0	SRR364392
Counts	27655.0	261.05659012836736	1865.0059964800778	1.0	1.0	7.0	81.0	114585.0	0.0	SRR6283146
log2_value	27655.0	3.522137526964945	3.5097878902634854	0.0	0.0	2.807354922057604	6.339850002884624	16.806058671742843	9657.0	SRR6283146
Counts	27655.0	317.0595913939613	1399.119762356361	1.0	1.0	39.0	231.5	71328.0	0.0	SRR364399
log2_value	27655.0	4.75029461089433	3.709542434517706	0.0	0.0	5.285402218862249	7.8548650182718145	16.122180901259753	7090.0	SRR364399
Counts	27655.0	325.6518531911047	1484.6011426997072	1.0	1.0	55.0	287.5	149421.0	0.0	SRR364390
log2_value	27655.0	4.96057404796627	3.7914777994860214	0.0	0.0	5.78135971352466	8.167415964059	17.189023396772658	7229.0	SRR364390
Counts	27655.0	198.2109202675827	1592.9854152909852	1.0	1.0	4.0	48.0	103933.0	0.0	SRR6283148
log2_value	27655.0	3.061983132419056	3.3298933121980028	0.0	0.0	2.0	5.584962500721156	16.665294274755347	10866.0	SRR6283148
Counts	27655.0	663.2397034894233	2641.5396867244494	1.0	3.0	111.0	552.0	180983.0	0.0	SRR10586397
log2_value	27655.0	5.861618395852457	3.9899938434907187	0.0	1.584962500721156	6.794415866350106	9.108524456778168	17.46549466363738	5627.0	SRR10586397
Counts	27655.0	297.1967817754475	1212.2919290194102	1.0	1.0	44.0	239.0	73959.0	0.0	SRR364401
log2_value	27655.0	4.817807281308823	3.6928738832030867	0.0	0.0	5.459431618637297	7.900866807980749	16.174438097736743	7011.0	SRR364401
Counts	27655.0	313.4386548544567	1682.5566351863472	1.0	1.0	43.0	239.0	162223.0	0.0	SRR3383779
log2_value	27655.0	4.723590676826614	3.7481006476496654	0.0	0.0	5.426264754702098	7.900866807980749	17.30761885400159	7719.0	SRR3383779
Counts	27655.0	330.28794069788466	1504.5445963960638	1.0	1.0	56.0	291.5	151389.0	0.0	SRR364389
log2_value	27655.0	4.978140600059208	3.7955198257345724	0.0	0.0	5.807354922057604	8.18734995089415	17.207900856629784	7164.0	SRR364389
Counts	27655.0	400.4826613632255	2197.554509464289	1.0	1.0	58.0	316.0	196584.0	0.0	SRR3383696
log2_value	27655.0	5.009321182175393	3.8832341111492523	0.0	0.0	5.857980995127572	8.303780748177102	17.584786379736883	7518.0	SRR3383696
Counts	27655.0	495.3064183691918	2870.369601222916	1.0	1.0	69.0	376.0	257239.0	0.0	SRR3383697
log2_value	27655.0	5.183563929907964	3.985064887029906	0.0	0.0	6.108524456778169	8.554588851677638	17.972749860653227	7375.0	SRR3383697
Counts	27655.0	329.418296872175	1368.634674184449	1.0	1.0	60.0	300.0	111912.0	0.0	SRR364391
log2_value	27655.0	5.014577062192591	3.805382319059212	0.0	0.0	5.906890595608519	8.228818690495881	16.77200521506105	7185.0	SRR364391
Counts	27655.0	654.3140119327427	2662.125851662074	1.0	3.0	104.0	534.0	199490.0	0.0	SRR10586399
log2_value	27655.0	5.807581742515993	3.984069684187342	0.0	1.584962500721156	6.700439718141092	9.060695931687555	17.605956903531055	5703.0	SRR10586399
Counts	27655.0	417.244946664256	1962.7059462937416	1.0	1.0	56.0	336.0	165686.0	0.0	SRR3383780
log2_value	27655.0	5.013277490013133	3.933416521374838	0.0	0.0	5.807354922057604	8.39231742277876	17.338092178481546	7549.0	SRR3383780
Counts	27655.0	221.0205026215874	1785.1768137323313	1.0	1.0	4.0	51.0	113795.0	0.0	SRR6283147
log2_value	27655.0	3.122717909444594	3.3710681453069475	0.0	0.0	2.0	5.672425341971495	16.79607764338467	10600.0	SRR6283147
Counts	27655.0	297.0070511661544	1212.2963499655368	1.0	1.0	44.0	237.5	73678.0	0.0	SRR364400
log2_value	27655.0	4.814032575163637	3.6948319831634806	0.0	0.0	5.459431618637297	7.8917805061031014	16.168946279344013	7053.0	SRR364400
