Genes	healthy30.1	healthy30	healthy12	healthy18.1	healthy18	healthy24.1	healthy12.1	healthy24	zero-counter
AT1G06640	905	1309	842	608	1089	879	2221	1238	0
AT1G06645	767	601	441	486	828	216	1058	281	0
AT1G06650	1072	1241	1074	1201	2600	1075	2151	1789	0
AT1G06660	0	1	3	0	7	0	1	4	3
AT1G06670	1303	1438	553	708	1559	298	1067	477	0
AT1G06680	20042	37922	22233	45899	101564	38166	37837	42734	0
AT1G06690	835	847	806	1205	2254	881	1839	1106	0
AT1G06700	3248	3638	698	841	1626	465	1294	672	0
AT1G06710	226	158	58	36	100	56	90	101	0
AT1G06720	1020	1072	213	205	458	234	387	369	0
AT1G06730	200	215	119	137	304	58	208	92	0
AT1G06740	108	128	49	62	102	41	92	68	0
AT1G06750	0	2	1	1	2	0	1	0	3
AT1G06760	3172	3579	1356	1245	2605	420	2515	700	0
AT1G06770	260	278	86	89	220	65	156	126	0
AT1G06780	200	221	148	183	277	124	324	241	0
AT1G06790	72	60	44	57	132	48	91	81	0
AT1G06800	305	363	137	104	199	112	308	145	0
AT1G06810	1	0	0	1	0	2	3	1	3
AT1G06820	827	711	524	698	1499	358	1151	536	0
AT1G06830	56	7	106	123	227	5	213	31	0
AT1G06840	830	995	319	307	636	152	598	256	0
AT1G06850	52	41	58	47	99	52	112	71	0
AT1G06870	155	174	157	147	315	140	289	203	0
AT1G06890	1189	1472	615	574	1194	364	1330	568	0
AT1G06900	1135	946	451	565	1210	246	874	351	0
AT1G06910	94	77	70	81	174	39	112	66	0
AT1G06920	0	0	0	0	0	0	1	0	7
AT1G06925	0	0	0	0	1	0	2	0	6
AT1G06930	0	0	0	0	1	0	0	0	7
AT1G06950	3327	3112	1256	1415	3702	588	2254	1020	0
AT1G06960	169	149	113	132	315	74	284	110	0
AT1G06970	0	0	0	1	1	0	2	0	5
AT1G06980	18	13	24	48	72	5	47	15	0
AT1G07000	865	1143	647	348	643	713	1620	1564	0
AT1G07010	481	375	1429	3075	6085	823	3238	1127	0
AT1G07020	260	287	78	43	106	103	167	184	0
AT1G07025	0	0	0	1	0	0	0	0	7
AT1G07030	287	303	169	160	294	100	360	179	0
AT1G07040	5073	9226	272	295	441	336	757	626	0
AT1G07050	403	331	419	14	32	3	725	7	0
AT1G07060	3	5	2	0	0	1	2	1	2
AT1G07070	119	110	45	54	141	30	118	34	0
AT1G07080	1148	1517	946	1044	2066	1079	1957	1818	0
AT1G07090	695	1466	192	167	258	209	453	395	0
AT1G07110	8378	10403	3278	4310	8536	1208	7062	1668	0
AT1G07120	31	37	12	18	35	4	39	23	0
AT1G07130	610	493	50	54	70	27	213	57	0
AT1G07135	139	77	116	82	92	98	257	72	0
AT1G07140	1378	1404	664	568	1291	545	1421	1013	0
AT1G07150	183	178	5	36	68	13	43	14	0
AT1G07160	1	7	2	0	1	0	5	3	2
AT1G07170	504	604	130	124	266	77	267	115	0
AT1G07180	39	71	216	3853	7072	1294	377	1581	0
AT1G07200	1481	1456	691	1303	2340	191	1391	357	0
AT1G07210	332	237	175	149	320	175	385	332	0
AT1G07220	367	259	240	202	502	170	460	363	0
AT1G07230	1342	1612	635	530	1124	505	1338	958	0
AT1G07240	2864	2790	492	491	756	387	1512	604	0
AT1G07250	1115	1287	491	605	1141	636	968	808	0
AT1G07260	20	13	11	10	23	16	65	28	0
AT1G07270	1	0	9	4	16	4	9	4	1
AT1G07280	2731	2870	3311	2988	5005	3460	9444	5776	0
AT1G07290	35	34	13	20	46	7	41	21	0
AT1G07300	124	90	60	88	209	40	115	114	0
AT1G07310	1667	1745	296	262	609	383	777	673	0
AT1G07320	5948	5087	2130	3280	7809	1003	4010	1163	0
AT1G07330	2	1	3	7	13	1	9	4	0
AT1G07350	662	535	365	285	674	618	848	581	0
AT1G07360	617	581	353	410	1009	277	786	413	0
AT1G07370	5	0	33	18	79	10	46	31	1
AT1G07380	246	421	165	253	343	128	400	271	0
AT1G07390	208	252	59	94	209	38	145	93	0
AT1G07400	10	2	22	5	8	11	39	41	0
AT1G07410	11	7	10	3	26	13	18	12	0
AT1G07420	400	349	192	72	160	132	444	223	0
AT1G07430	18	36	20	29	24	77	55	57	0
AT1G07440	3898	4175	1523	1422	2920	833	3707	954	0
AT1G07450	0	0	9	28	60	18	19	7	2
AT1G07460	0	0	0	0	1	0	0	0	7
AT1G07470	391	494	148	179	374	114	323	188	0
AT1G07473	0	0	1	3	1	1	1	1	2
AT1G07480	430	580	147	206	360	98	277	153	0
AT1G07485	1	1	1	3	2	0	2	0	2
AT1G07490	0	0	0	0	1	0	0	0	7
AT1G07500	1	0	2	27	28	12	5	7	1
AT1G07510	464	460	344	426	805	355	761	566	0
AT1G07520	252	334	159	137	238	117	306	150	0
AT1G07530	1407	1629	486	683	1151	353	1105	540	0
AT1G07540	0	0	0	1	0	0	0	0	7
AT1G07570	359	413	123	420	762	71	223	137	0
AT1G07590	82	49	66	38	111	15	111	54	0
AT1G07600	2511	3489	1604	4585	9986	3396	4334	6316	0
AT1G07610	7	10	26	104	321	64	51	135	0
AT1G07615	331	314	67	74	117	71	139	104	0
AT1G07620	103	58	406	713	1149	285	1112	845	0
AT1G07630	759	862	462	331	693	463	1088	845	0
AT1G07640	854	795	404	401	936	138	754	379	0
AT1G07645	0	0	1	0	0	0	0	0	7
AT1G07650	1742	2095	1815	1098	2209	936	3509	1934	0
AT1G07660	257	243	111	96	193	72	210	106	0
AT1G07670	930	958	561	531	1036	640	1070	1081	0
AT1G07700	389	385	892	1636	3497	944	1934	1535	0
AT1G07705	344	242	256	220	548	207	466	359	0
AT1G07710	10	7	5	1	14	4	18	10	0
AT1G07720	268	222	1122	1440	2784	1017	1801	1272	0
AT1G07725	599	789	193	219	420	141	410	207	0
AT1G07730	68	57	20	29	57	11	56	18	0
AT1G07740	92	81	23	32	65	17	74	26	0
AT1G07745	284	358	75	102	147	52	144	67	0
AT1G07750	264	269	320	309	675	244	694	507	0
AT1G07770	2643	1829	860	1168	2918	412	1805	651	0
AT1G07780	127	100	44	38	78	17	101	25	0
AT1G07790	244	207	171	206	436	80	311	127	0
AT1G07810	1583	1945	478	503	934	350	935	615	0
AT1G07820	424	503	246	204	530	85	456	138	0
AT1G07830	429	432	69	48	136	55	120	82	0
AT1G07840	472	509	130	156	381	93	320	138	0
AT1G07850	1	0	0	0	0	0	1	0	6
AT1G07870	53	64	125	160	279	105	248	190	0
AT1G07880	7	11	16	31	57	12	48	36	0
AT1G07885	0	0	2	1	1	1	4	1	2
AT1G07890	5678	3821	5338	3912	7697	6147	12191	10564	0
AT1G07900	6	8	79	39	79	43	99	28	0
AT1G07901	6	6	12	13	19	5	17	4	0
AT1G07902	50	35	15	20	30	6	46	16	0
AT1G07910	653	578	260	315	510	217	488	368	0
AT1G07920	2978	2513	1079	1003	2297	735	2384	1291	0
AT1G07930	5047	4612	1893	1696	4721	1339	3547	2385	0
AT1G07940	2133	1748	693	627	1477	547	1559	1007	0
AT1G07950	201	182	120	148	219	90	286	123	0
AT1G07960	262	258	132	145	279	116	320	169	0
AT1G07970	378	378	103	122	270	75	236	119	0
AT1G07980	183	175	102	123	174	69	263	143	0
AT1G07985	3	14	0	0	0	0	0	0	6
AT1G07990	1368	1537	722	882	1562	719	1644	1173	0
AT1G08000	121	97	95	94	195	56	147	78	0
AT1G08005	3	0	0	0	0	0	1	0	6
AT1G08010	245	230	99	83	202	64	222	73	0
AT1G08030	433	427	181	272	485	159	396	238	0
AT1G08035	3	1	1	1	6	0	3	0	2
AT1G08040	220	201	260	295	587	189	552	298	0
AT1G08050	71	53	202	38	208	210	332	489	0
AT1G08060	661	714	423	495	925	314	881	519	0
AT1G08070	57	72	12	10	37	8	45	12	0
AT1G08080	8	10	0	2	0	3	2	4	2
AT1G08090	3	2	4	15	109	2	11	4	0
AT1G08110	2507	3162	920	1256	2544	749	2179	1143	0
AT1G08120	0	0	0	0	1	0	0	0	7
AT1G08125	489	574	201	155	304	142	384	235	0
AT1G08130	197	134	293	203	501	143	506	231	0
AT1G08160	13	17	24	34	79	11	9	19	0
AT1G08165	29	9	6	5	12	3	9	3	0
AT1G08170	0	2	1	7	15	1	4	2	1
AT1G08180	228	135	37	43	69	25	60	39	0
AT1G08190	1436	1307	1284	1757	3400	865	2735	1376	0
AT1G08200	1171	1028	1874	2222	4704	2639	3738	2799	0
AT1G08210	716	945	149	182	350	129	374	207	0
AT1G08220	80	82	41	37	62	44	75	54	0
AT1G08230	791	960	285	369	493	143	687	196	0
AT1G08250	173	115	190	418	999	128	419	154	0
AT1G08260	89	87	182	162	364	81	301	141	0
AT1G08270	16	9	3	8	15	6	12	5	0
AT1G08280	84	41	56	53	115	35	118	36	0
AT1G08290	1	3	5	3	9	4	4	12	0
AT1G08300	332	235	31	27	64	58	81	73	0
AT1G08310	38	30	2	6	11	4	14	9	0
AT1G08315	321	344	99	97	152	113	248	175	0
AT1G08320	3	13	2	0	1	0	0	0	4
AT1G08340	6	10	2	5	9	1	3	3	0
AT1G08350	135	126	96	61	155	67	186	114	0
AT1G08360	3049	2453	1252	1479	3955	757	2524	1323	0
AT1G08370	712	736	279	284	636	259	566	489	0
AT1G08380	2518	3007	8220	17858	40124	27041	11576	31171	0
AT1G08390	29	16	22	36	101	54	56	81	0
AT1G08400	93	116	94	111	255	66	200	103	0
AT1G08410	480	322	135	159	416	118	263	183	0
AT1G08420	1573	1797	722	902	1945	583	1876	929	0
AT1G08440	0	0	0	0	0	0	1	0	7
AT1G08450	1143	1574	4240	1093	4480	3394	6815	8910	0
AT1G08460	1927	2216	536	546	1072	351	1320	595	0
AT1G08465	143	111	86	90	143	46	100	90	0
AT1G08470	193	163	255	202	479	106	360	138	0
AT1G08480	572	564	398	433	872	247	924	475	0
AT1G08490	605	510	549	737	1676	452	1173	688	0
AT1G08500	9	11	7	8	8	3	10	7	0
AT1G08510	2021	1848	1102	1310	2703	1036	2051	1567	0
AT1G08520	3995	3692	2427	3272	8124	1492	4756	1988	0
AT1G08530	101	48	109	114	256	117	299	169	0
AT1G08540	1385	985	1298	1563	3475	848	2467	1252	0
AT1G08550	1669	1777	1480	1091	2592	833	2918	1029	0
AT1G08560	8	2	18	19	67	9	20	14	0
AT1G08570	2431	3020	1166	2228	5105	458	2183	634	0
AT1G08580	201	167	107	122	311	66	221	145	0
AT1G08590	190	177	74	71	136	73	166	89	0
AT1G08600	574	640	375	431	941	309	728	513	0
AT1G08610	240	108	44	39	76	43	88	73	0
AT1G08620	703	649	432	600	1188	306	944	524	0
AT1G08630	7646	8847	1	3	2	8	3	18	0
AT1G08640	821	1000	605	744	1935	525	1482	817	0
AT1G08650	6	12	120	230	599	179	155	261	0
AT1G08660	800	995	294	283	518	248	660	316	0
AT1G08680	1035	1152	337	447	888	269	696	513	0
AT1G08700	318	338	270	307	646	317	601	528	0
AT1G08710	283	379	87	113	181	75	249	113	0
AT1G08720	1001	1555	468	388	915	454	864	693	0
AT1G08730	11	5	9	21	50	7	20	8	0
AT1G08750	260	210	171	188	364	103	347	176	0
AT1G08760	471	490	229	260	426	179	458	275	0
AT1G08770	230	216	139	144	287	149	312	214	0
AT1G08780	194	170	89	120	225	88	211	145	0
AT1G08800	783	656	321	396	860	215	711	376	0
AT1G08810	574	260	77	107	191	71	202	100	0
AT1G08820	1144	1659	458	433	781	424	966	706	0
AT1G08830	1478	1524	342	428	654	254	647	455	0
AT1G08840	141	120	107	134	231	38	180	53	0
AT1G08845	176	145	25	35	88	46	99	74	0
AT1G08860	0	0	5	0	4	4	12	4	3
AT1G08880	820	691	569	445	1038	270	998	419	0
AT1G08890	86	173	164	88	162	213	348	244	0
AT1G08900	1082	1311	586	578	1046	440	1185	792	0
AT1G08910	617	684	260	308	610	255	579	321	0
AT1G08920	102	128	112	89	222	194	184	249	0
AT1G08930	7491	10766	3259	1426	3194	2527	8925	5746	0
AT1G08940	184	166	31	29	52	25	122	58	0
AT1G08960	80	68	89	96	204	79	172	114	0
AT1G08970	679	616	275	322	712	226	585	385	0
AT1G08980	4995	5682	807	527	1170	366	1583	396	0
AT1G09000	18	8	8	15	26	14	26	17	0
AT1G09010	2692	3300	835	902	1880	674	1605	1047	0
AT1G09020	501	503	388	404	799	333	779	542	0
AT1G09040	106	98	45	38	67	41	86	67	0
AT1G09050	74	86	48	29	89	78	73	124	0
AT1G09060	1028	1094	486	601	1297	383	898	662	0
AT1G09070	4406	5747	1346	1933	2955	1878	2757	2911	0
AT1G09080	9	5	198	15	87	251	209	849	0
AT1G09090	0	1	0	0	0	0	0	0	7
AT1G09100	456	680	302	308	637	317	610	565	0
AT1G09130	2683	3101	2056	2944	6011	2300	5101	3742	0
AT1G09140	2879	3164	627	645	958	659	1626	923	0
AT1G09150	582	518	270	312	638	200	548	296	0
AT1G09155	0	0	1	1	6	0	0	2	4
AT1G09160	240	135	154	160	383	169	271	189	0
AT1G09170	5	3	7	10	25	0	19	3	1
AT1G09176	0	0	0	0	4	2	0	5	5
AT1G09180	0	1	15	56	144	59	34	72	1
AT1G09190	32	33	23	16	33	12	43	18	0
AT1G09195	387	425	152	159	269	114	345	164	0
AT1G09200	34	23	332	302	761	81	472	127	0
AT1G09210	659	727	1406	665	2185	1521	1816	3805	0
AT1G09220	46	32	13	9	38	13	28	13	0
AT1G09230	473	476	84	210	421	200	220	315	0
AT1G09240	35	89	74	402	803	265	112	751	0
AT1G09250	629	897	92	164	296	124	152	133	0
AT1G09260	0	0	0	2	0	0	0	0	7
AT1G09270	1111	1297	579	700	1346	485	1199	779	0
AT1G09280	1015	1171	200	296	562	143	424	212	0
AT1G09290	434	426	65	86	207	89	175	124	0
AT1G09300	198	173	76	57	100	116	153	210	0
AT1G09310	924	875	8170	9850	22108	13462	15269	17488	0
AT1G09320	406	435	64	69	160	59	162	95	0
AT1G09330	279	277	248	273	528	220	508	324	0
AT1G09340	4593	4546	14085	18919	44768	7837	27002	9099	0
AT1G09350	0	2	27	41	167	121	20	71	1
AT1G09380	1	0	1	0	0	0	0	0	6
AT1G09390	86	67	47	65	138	68	61	133	0
AT1G09400	17	9	1	1	1	4	4	14	0
AT1G09410	40	48	14	6	17	6	33	13	0
AT1G09415	617	856	179	180	345	97	401	214	0
AT1G09420	1617	2244	36	42	78	34	79	64	0
AT1G09430	6769	9152	625	544	1196	546	1127	1133	0
AT1G09440	126	52	106	98	223	78	185	92	0
AT1G09450	5	1	8	4	5	0	7	2	1
AT1G09460	69	49	2	1	5	0	2	5	1
AT1G09470	3	0	5	2	9	3	5	3	1
AT1G09480	59	149	57	68	97	26	182	82	0
AT1G09483	0	0	0	0	2	0	0	0	7
AT1G09490	351	741	366	355	668	510	742	803	0
AT1G09500	1	9	9	14	40	27	47	29	0
AT1G09510	0	0	0	0	1	0	0	0	7
AT1G09520	302	462	92	100	170	92	192	200	0
AT1G09530	1117	1395	105	71	172	105	166	168	0
AT1G09540	9	8	1	2	2	0	1	1	1
AT1G09560	903	910	635	435	965	416	994	911	0
AT1G09570	7376	11971	637	882	1612	893	1704	1430	0
AT1G09575	47	62	7	5	12	16	14	12	0
AT1G09580	23	20	31	26	78	38	60	39	0
AT1G09590	848	568	495	416	1240	324	1065	581	0
AT1G09600	0	0	2	2	2	0	0	0	5
AT1G09610	2	1	3	4	5	1	1	3	0
AT1G09620	4628	5012	1321	1449	3381	749	2447	1475	0
AT1G09630	212	145	166	125	254	120	349	207	0
AT1G09640	6168	6407	1574	1502	3675	991	2949	1958	0
AT1G09645	387	491	192	157	368	132	404	232	0
AT1G09650	0	1	1	0	1	0	1	0	4
AT1G09660	413	339	217	235	439	115	434	158	0
AT1G09680	46	54	42	29	56	32	99	83	0
AT1G09690	2026	1341	1090	998	2758	638	2223	1086	0
AT1G09700	165	122	56	67	145	36	92	73	0
AT1G09710	360	488	125	164	252	76	290	103	0
AT1G09720	0	0	0	0	0	1	0	0	7
AT1G09730	956	999	486	527	1035	373	958	673	0
AT1G09740	209	301	131	159	285	132	286	248	0
AT1G09750	568	262	344	209	680	178	414	116	0
AT1G09760	541	507	228	282	541	182	516	304	0
AT1G09770	6534	8225	1046	1108	2268	687	2039	1168	0
AT1G09780	1147	716	1020	1267	4107	550	1811	975	0
AT1G09794	38	32	21	11	48	12	53	16	0
AT1G09795	1297	1418	970	955	2245	702	2291	1052	0
AT1G09800	41	32	22	24	42	16	35	28	0
AT1G09810	423	251	112	134	263	80	314	132	0
AT1G09812	2	4	4	6	17	0	6	3	1
AT1G09815	308	261	106	111	156	86	222	176	0
AT1G09820	59	33	42	42	136	31	95	40	0
AT1G09830	529	479	415	381	956	309	850	642	0
AT1G09840	776	734	459	570	1112	278	951	505	0
AT1G09850	410	489	456	304	738	141	994	282	0
AT1G09860	0	0	1	0	1	0	0	0	6
AT1G09870	487	470	224	288	580	185	420	334	0
AT1G09880	0	0	1	0	7	1	2	0	4
AT1G09890	1	1	10	5	17	8	4	10	0
AT1G09900	378	235	220	226	532	96	420	111	0
AT1G09910	1740	2439	306	359	644	250	807	487	0
AT1G09920	578	556	238	332	581	208	585	345	0
AT1G09930	4	0	2	1	6	7	9	0	2
AT1G09932	29	20	368	75	541	455	943	584	0
AT1G09935	0	0	2	0	0	0	1	3	5
AT1G09940	637	749	236	353	673	233	529	222	0
AT1G09950	3	13	10	3	7	22	11	31	0
AT1G09960	71	88	38	54	136	11	73	23	0
AT1G09970	5435	8438	2956	1281	2430	2339	7189	3572	0
AT1G09980	450	456	436	464	891	327	926	475	0
AT1G09995	48	57	32	22	36	33	59	27	0
AT1G10000	18	13	11	11	19	13	29	12	0
AT1G10020	627	428	247	302	533	117	430	265	0
AT1G10030	58	43	44	47	121	42	96	48	0
AT1G10040	16	23	59	19	44	28	131	53	0
AT1G10050	237	283	327	168	403	330	691	665	0
AT1G10060	332	181	60	89	128	79	129	100	0
AT1G10070	9137	10757	41	30	9	60	496	154	0
AT1G10090	846	957	595	354	814	829	1255	852	0
AT1G10095	220	329	68	47	93	58	129	91	0
AT1G10100	1	4	3	0	0	2	3	0	3
AT1G10110	4	3	5	3	7	5	10	4	0
AT1G10120	364	231	132	101	185	45	215	84	0
AT1G10130	822	829	511	533	1002	474	960	806	0
AT1G10140	338	671	41	39	62	64	103	93	0
AT1G10150	380	562	304	660	1170	369	775	632	0
AT1G10155	69	10	13	210	413	9	35	24	0
AT1G10170	2165	2611	704	756	1436	642	1619	1029	0
AT1G10180	374	274	232	258	521	156	406	245	0
AT1G10200	1733	2808	570	392	712	299	1087	530	0
AT1G10210	504	630	187	129	246	157	373	330	0
AT1G10220	4	0	1	0	0	0	2	0	5
AT1G10225	33	9	0	0	0	0	1	0	5
AT1G10230	59	40	23	14	50	60	62	83	0
AT1G10240	267	191	70	86	196	61	187	119	0
AT1G10270	298	162	82	107	241	86	170	202	0
AT1G10280	31	48	59	94	187	43	131	64	0
AT1G10290	1310	1756	1021	876	1857	805	2299	1398	0
AT1G10300	0	0	0	1	0	0	1	0	6
AT1G10310	296	208	227	248	528	205	639	326	0
AT1G10320	590	537	265	441	672	199	595	289	0
AT1G10330	28	19	24	24	35	13	44	28	0
AT1G10340	212	492	333	71	313	411	706	1086	0
AT1G10350	198	179	180	161	359	120	341	183	0
AT1G10360	432	406	668	1287	2672	431	1319	484	0
AT1G10370	1	1	84	372	901	528	267	304	0
AT1G10380	69	68	66	70	162	27	74	54	0
AT1G10390	2803	3087	945	1087	2039	727	2025	1237	0
AT1G10395	48	53	27	26	53	22	60	37	0
AT1G10400	1	0	0	0	1	0	0	0	6
AT1G10410	543	584	213	219	576	277	522	381	0
AT1G10417	1	1	10	3	7	10	15	17	0
AT1G10430	537	682	241	268	566	160	490	290	0
AT1G10450	1238	1533	349	362	725	223	714	409	0
AT1G10455	0	0	0	0	1	0	0	0	7
AT1G10460	7	1	3	6	14	1	5	1	0
AT1G10470	2370	925	900	575	1408	848	1424	1044	0
AT1G10490	514	457	240	293	695	207	486	316	0
AT1G10500	1064	1048	860	1320	2275	1301	2394	2058	0
AT1G10510	772	743	489	641	1287	347	986	530	0
AT1G10520	7	6	5	6	12	8	17	8	0
AT1G10522	201	205	81	77	171	79	243	90	0
AT1G10530	5	2	0	2	6	0	3	3	2
AT1G10540	1	2	1	0	2	2	3	5	1
AT1G10550	29	3	16	23	37	2	13	11	0
AT1G10560	5	69	23	11	30	70	37	56	0
AT1G10570	779	968	256	317	579	177	552	265	0
AT1G10580	727	755	310	358	827	197	692	347	0
AT1G10585	12	19	3	17	33	11	41	10	0
AT1G10586	0	2	2	1	2	0	1	0	3
AT1G10590	1879	2051	617	573	1270	529	1239	838	0
AT1G10600	513	547	212	279	482	178	503	241	0
AT1G10610	506	613	195	301	519	130	441	178	0
AT1G10620	0	1	0	0	0	0	0	0	7
AT1G10630	473	422	364	267	692	347	826	500	0
AT1G10640	0	0	2	1	2	0	1	0	4
AT1G10650	198	179	283	585	1079	141	672	237	0
AT1G10657	31	22	76	64	164	51	43	40	0
AT1G10660	851	1038	447	607	1193	161	981	301	0
AT1G10670	2318	1832	1367	1474	3199	1133	2408	1608	0
AT1G10690	38	8	48	33	62	60	70	88	0
AT1G10700	275	270	124	134	342	159	275	244	0
AT1G10720	439	430	301	252	477	272	676	498	0
AT1G10730	250	236	110	113	215	97	256	167	0
AT1G10740	588	412	264	895	1846	195	481	219	0
AT1G10750	1	5	7	11	16	3	6	5	0
AT1G10760	7249	12003	4382	2801	6026	5845	9285	8896	0
AT1G10770	11	12	0	0	2	3	5	2	2
AT1G10780	9	5	8	10	17	2	8	4	0
AT1G10790	3	1	5	4	24	4	22	2	0
AT1G10800	3	1	3	0	1	1	0	1	2
AT1G10810	9	8	5	4	6	2	5	5	0
AT1G10820	258	215	115	141	273	101	240	107	0
AT1G10830	212	162	331	434	790	284	620	406	0
AT1G10840	3870	4165	675	871	1776	547	1359	839	0
AT1G10850	32	54	71	143	295	27	70	23	0
AT1G10865	691	677	109	138	285	107	326	209	0
AT1G10870	247	184	221	256	430	205	473	241	0
AT1G10890	2540	2873	631	629	1081	433	1509	689	0
AT1G10900	242	220	351	993	1866	1143	813	1702	0
AT1G10910	1789	1716	529	703	1373	253	1076	328	0
AT1G10920	490	496	295	307	485	240	682	396	0
AT1G10930	37	23	132	120	314	92	213	96	0
AT1G10940	1678	1983	696	762	1523	780	1449	1248	0
AT1G10950	2158	2272	1224	1263	2475	764	2202	1200	0
AT1G10960	1143	764	1665	2645	6193	1776	3355	1994	0
AT1G10970	97	109	66	75	141	61	146	219	0
AT1G10990	89	45	30	21	46	5	74	15	0
AT1G11000	108	61	61	31	131	20	77	33	0
AT1G11020	242	310	154	154	312	136	320	180	0
AT1G11050	235	269	297	305	523	272	716	384	0
AT1G11060	375	496	191	247	488	144	440	216	0
AT1G11070	14	23	0	3	1	2	1	2	1
AT1G11080	3	0	0	0	0	0	0	1	6
AT1G11090	91	72	156	204	412	141	329	183	0
AT1G11100	14	14	8	6	11	6	18	7	0
AT1G11112	0	0	1	0	0	0	0	0	7
AT1G11120	3	2	5	2	7	0	2	0	2
AT1G11125	5	3	1	0	3	1	3	7	1
AT1G11130	16	16	129	180	397	53	217	78	0
AT1G11160	6	0	9	13	20	5	12	7	1
AT1G11170	29	31	28	31	42	20	79	32	0
AT1G11180	451	544	195	176	325	96	448	110	0
AT1G11190	9	6	15	10	18	7	3	12	0
AT1G11200	195	188	160	144	320	88	346	199	0
AT1G11210	270	1104	94	39	25	99	237	73	0
AT1G11220	3	3	15	5	16	6	20	2	0
AT1G11240	651	729	115	114	315	126	244	149	0
AT1G11250	1	2	1	0	0	0	0	0	5
AT1G11260	23904	39721	1158	508	1253	1427	2109	3317	0
AT1G11270	108	115	39	31	54	19	73	44	0
AT1G11280	459	366	231	213	487	176	382	273	0
AT1G11290	91	73	81	97	228	33	186	74	0
AT1G11300	15	37	137	127	203	245	276	633	0
AT1G11303	31	35	128	86	229	86	217	137	0
AT1G11310	2197	3467	4149	1987	3829	2195	7091	5949	0
AT1G11320	39	32	46	24	55	53	67	103	0
AT1G11330	572	674	926	470	932	596	1408	1313	0
AT1G11340	211	149	54	37	65	35	104	88	0
AT1G11350	1962	2207	1058	867	1548	459	2155	745	0
AT1G11360	648	688	155	118	218	158	360	222	0
AT1G11362	4	17	0	0	0	0	0	0	6
AT1G11370	0	2	0	0	0	0	0	0	7
AT1G11380	439	298	80	114	156	23	233	50	0
AT1G11390	251	263	136	162	313	114	311	147	0
AT1G11400	685	622	114	162	266	85	230	124	0
AT1G11410	91	50	500	587	1094	305	740	469	0
AT1G11420	18	16	7	18	26	5	9	12	0
AT1G11430	1071	1106	712	914	2217	529	1581	863	0
AT1G11440	179	178	202	228	621	149	404	186	0
AT1G11450	6	5	3	0	0	0	3	0	4
AT1G11475	345	301	182	133	309	147	364	260	0
AT1G11480	2061	2961	507	606	1120	456	1149	739	0
AT1G11490	1	1	1	1	0	2	0	1	2
AT1G11500	1	2	1	0	0	0	1	2	3
AT1G11530	670	779	408	457	850	113	995	168	0
AT1G11540	1	1	1	0	2	1	1	1	1
AT1G11545	84	9	55	33	88	33	26	22	0
AT1G11560	0	0	0	2	0	0	0	0	7
AT1G11570	2	1	2	1	5	0	2	1	1
AT1G11572	0	0	0	2	5	0	0	0	6
AT1G11580	219	373	223	328	1066	119	273	321	0
AT1G11591	111	103	51	56	93	29	151	66	0
AT1G11630	183	162	77	85	181	89	236	137	0
AT1G11650	12905	15120	2120	2644	5647	1501	4585	2513	0
AT1G11655	1	0	0	0	0	0	0	1	6
AT1G11660	741	713	385	380	919	265	721	489	0
AT1G11670	23	4	52	46	106	41	111	25	0
AT1G11680	1375	1260	820	1097	2265	640	1572	1073	0
AT1G11690	0	0	0	1	0	1	0	0	6
AT1G11700	307	208	513	1284	1824	292	1714	409	0
AT1G11710	87	34	41	70	100	19	78	32	0
AT1G11720	291	341	1657	2492	4354	1546	3970	2429	0
AT1G11730	4	4	8	7	13	3	11	3	0
AT1G11740	42	3	1	2	2	1	5	0	1
AT1G11750	1828	1769	1022	1275	2898	868	2170	1395	0
AT1G11755	170	137	68	92	186	48	149	87	0
AT1G11760	137	137	29	47	72	29	60	35	0
AT1G11770	0	0	0	0	1	0	0	0	7
AT1G11780	138	119	94	107	292	71	230	85	0
AT1G11785	33	28	6	11	4	3	8	14	0
AT1G11790	31	14	230	183	381	229	333	275	0
AT1G11800	126	86	62	89	169	89	185	150	0
AT1G11810	0	0	0	0	0	1	0	0	7
AT1G11820	1205	1017	315	448	914	195	580	295	0
AT1G11840	1068	1174	2390	2187	4653	2794	4867	4664	0
AT1G11850	13	4	24	4	14	1	1	2	0
AT1G11860	12538	12340	16500	19620	43329	7652	32285	8842	0
AT1G11870	597	526	295	383	893	236	547	368	0
AT1G11880	57	56	59	63	127	59	114	95	0
AT1G11890	441	375	368	364	834	328	741	571	0
AT1G11900	45	36	35	41	95	30	97	43	0
AT1G11905	89	56	100	89	164	86	198	150	0
AT1G11910	22338	28953	6377	7995	13014	4929	13241	9684	0
AT1G11915	0	1	2	6	9	2	2	2	1
AT1G11925	35	15	1	0	0	1	1	0	3
AT1G11930	1553	1605	617	694	1421	450	1478	693	0
AT1G11940	31	23	48	25	60	39	89	48	0
AT1G11950	177	226	143	86	190	26	208	38	0
AT1G11960	451	626	372	236	493	230	702	275	0
AT1G11990	2	2	13	4	2	2	5	1	0
AT1G12000	280	196	326	184	445	256	477	489	0
AT1G12010	314	627	51	69	111	50	96	49	0
AT1G12020	490	416	158	162	411	63	367	85	0
AT1G12030	1	4	0	2	6	3	3	3	1
AT1G12040	0	0	0	0	0	0	1	0	7
AT1G12050	1214	1648	496	559	971	649	1137	1007	0
AT1G12060	41	63	35	45	105	31	109	35	0
AT1G12070	0	0	0	0	0	0	0	1	7
AT1G12080	170	112	35	31	62	15	7	49	0
