Genes	Bc24	Ch40.3	Ch40	Ss30	Ss30.1	Bc12	Bc18	Ss30.2	Bc18.1	Bc12.1	Ch22	Ch22.1	Ch40.1	Ch22.2	Bc24.1	Ch22.3	Ch40.2	zero-counter
AT1G01350	8.679480099505446	7.6794800995054455	7.467605550082997	5.906890595608518	5.906890595608518	7.686500527183218	8.044394119358454	6.599912842187128	7.523561956057013	7.936637939002571	7.60733031374961	7.721099188707186	7.870364719583406	7.658211482751795	8.640244936222345	7.912889336229964	7.330916878114617	0
AT1G01440	9.651051691178928	9.266786540694902	8.98299357469431	8.370687406807217	9.087462841250339	8.39231742277876	8.731319031025064	8.807354922057604	8.294620748891628	8.499845887083206	8.693486957499324	8.63662462054365	9.00842862207058	8.543031820255237	9.675957032941751	8.668884984266247	9.231221180711186	0
AT1G01470	9.829722735086056	11.044394119358454	10.900112062977456	6.768184324776926	5.614709844115208	10.398743691938193	8.974414589805528	6.94251450533924	9.082149041353869	10.814582465906275	10.672425341971497	10.739780609773259	10.950555897047513	10.582141981658776	9.90839262077375	10.619302955415687	11.04916787237217	0
AT1G01490	11.281350514981035	10.373952655370193	10.094077685671904	9.569855608330947	9.550746785383243	9.799281621521924	11.514220909358132	9.773139206719689	10.709083812550343	9.823367240046236	10.59245703726808	10.522581531254831	10.105908508571158	10.14338321398982	11.312882955284355	10.047123912114026	10.414685235807212	0
AT1G01500	8.271463027904375	7.312882955284356	7.400879436282184	6.954196310386875	7.118941072723508	6.658211482751795	7.794415866350106	7.209453365628951	6.3750394313469245	6.78135971352466	7.948367231584678	7.971543553950772	7.515699838284043	7.741466986401146	8.228818690495881	7.554588851677637	7.475733430966398	0
AT1G01550	11.963257356633049	11.785861105759599	11.505811553919596	11.350386742312846	11.399277924508967	11.383704292474054	11.71510400923617	11.605479518061669	11.149111990706887	11.543031820255234	11.410451351503994	11.495355392235982	11.517669388133813	11.334831928118	12.028596777067108	11.252665432450248	11.813380386924727	0
AT1G01650	10.733015321685963	10.384783750093352	10.249113452713727	7.219168520462161	7.011227255423254	9.355351096424812	9.717676423066397	7.693486957499325	9.095397022792556	9.709083812550343	10.421012855779226	10.450180247164754	10.276124405274238	10.328674927327947	10.624795455860237	10.324180546618742	10.337621901992508	0
AT1G01710	9.99859042974533	8.665335917185175	8.945443836377912	8.543031820255237	9.076815597050832	9.224001674198103	9.301496194982551	9.025139562278508	8.768184324776927	9.483815777264255	9.283088353024002	9.187352073200497	8.900866807980748	9.162391328756906	10.027905996569883	9.177419537989236	8.710806433699354	0
AT1G01720	9.99859042974533	10.184875342908283	9.573647187493322	9.321928094887364	9.873444112515378	8.0	8.611024797307353	10.040289721025717	7.994353436858858	8.071462362556622	9.301496194982551	9.287712379549447	9.599912842187127	9.296916206879287	10.176173149107491	9.353146825498083	10.178664851006472	0
AT1G01730	9.011227255423254	8.700439718141093	8.562242424221072	7.266786540694902	6.7279204545632	8.194756854422247	8.672425341971495	7.209453365628951	8.03342300153745	8.317412613764871	8.813781191217037	8.909893083770042	8.523561956057014	8.888743248898258	9.079484783826816	8.918863237274595	8.622051819456376	0
AT1G01740	7.592457037268081	6.392317422778762	6.2288186904958796	7.149747119504683	8.379378367071261	7.129283016944966	8.092757140919852	8.134426320220928	7.392317422778762	7.459431618637298	7.03342300153745	6.794415866350106	6.442943495848727	7.055282435501191	7.312882955284356	6.9886846867721655	6.569855608330947	0
AT1G01770	9.477758266443887	8.632995197142957	7.948367231584678	7.7004397181410935	6.906890595608518	8.643856189774723	8.224001674198105	8.134426320220928	7.60733031374961	8.957102041562287	8.308339030139408	8.326429487122303	8.179909090014933	8.184875342908283	9.507794640198696	8.060695931687555	8.584962500721156	0
AT1G01780	7.906890595608518	7.442943495848727	7.087462841250338	6.426264754702097	5.426264754702097	7.392317422778762	6.832890014164741	6.584962500721157	6.507794640198697	7.651051691178927	7.076815597050832	7.159871336778389	6.7414669864011465	6.820178962415187	8.016808287686555	6.8826430493618425	7.546894459887637	0
AT1G01790	11.171802288682985	8.08214904135387	8.071462362556622	5.614709844115208	6.0223678130284535	12.817583288677616	11.570804437724496	6.321928094887363	11.672425341971495	13.141149198437517	8.682994583681682	8.689997971419446	8.134426320220928	9.041659151637214	10.894817763307943	8.918863237274595	8.0	0
AT1G01800	10.287712379549447	8.651051691178928	8.867278739709663	6.321928094887363	6.169925001442312	10.059344460824423	9.978710459106358	7.257387842692652	9.527477006060396	10.40832974076739	9.131856960608793	9.189824558880018	8.63662462054365	9.294620748891626	10.323054760341646	9.290018846932618	8.696967526234287	0
AT1G01820	10.703903573444665	9.808964174919259	9.748192849589461	9.943979914343739	9.984418458801137	9.754887502163466	10.14974711950468	10.135709286104401	9.41574176829009	9.971543553950774	9.988684686772164	10.052568050804153	9.751544059089099	9.851749041416056	10.717676423066397	9.72451385311995	9.857980995127571	0
AT1G01910	9.923327485419193	9.076815597050832	8.714245517666122	8.164906926675688	8.005624549193879	8.48784003382305	9.09275714091985	8.447083226209653	8.370687406807217	8.689997971419446	8.832890014164743	8.78135971352466	8.62935662007961	8.550746785383243	9.930737337562887	8.507794640198696	8.885696373339394	0
AT1G01930	8.417852514885897	7.076815597050832	7.066089190457772	5.672425341971495	6.0223678130284535	7.189824558880018	7.467605550082997	6.247927513443584	6.9886846867721655	7.475733430966398	7.276124405274237	7.303780748177103	6.78135971352466	7.417852514885897	8.189824558880018	7.57742882803575	7.0	0
AT1G01940	7.665335917185176	6.768184324776926	6.672425341971495	5.78135971352466	6.339850002884624	6.339850002884624	7.108524456778168	7.066089190457772	6.189824558880018	6.491853096329675	6.794415866350106	7.179909090014935	6.658211482751795	6.7142455176661215	7.491853096329675	6.442943495848727	6.6438561897747235	0
AT1G01960	11.64430696154558	9.894817763307943	9.902375114486023	6.6438561897747235	5.8826430493618425	9.890264277021108	10.493855449240822	7.209453365628951	9.873444112515378	10.194756854422248	10.726218159332197	10.754052367528924	10.12023787734196	10.728770849542665	11.476239906323853	10.697836357962377	9.843921051289037	0
AT1G01990	8.689997971419446	6.857980995127572	6.672425341971495	6.768184324776926	7.562242424221072	8.164906926675688	8.632995197142957	7.6147098441152075	8.022367813028454	8.413627929024173	7.294620748891628	7.1996723448363635	6.8826430493618425	7.098032082960527	8.531381460516313	7.1996723448363635	6.94251450533924	0
AT1G02000	8.118941072723509	6.6293566200796095	6.357552004618085	5.3219280948873635	5.614709844115208	7.076815597050832	7.491853096329675	5.930737337562888	7.098032082960527	7.4998458870832065	6.459431618637298	6.539158811108031	6.491853096329675	6.087462841250338	8.184875342908283	6.209453365628951	6.584962500721157	0
AT1G02080	12.277868546176839	10.828929827651486	10.832098846039132	8.214319120800766	8.294620748891628	10.986553149756661	11.25974326369078	9.084808387804364	10.777255315191924	11.349281228817453	11.31628153174622	11.348174867535555	10.882643049361839	11.42940674151398	12.166163082646113	11.406736482691723	10.850968150982439	0
AT1G02090	9.002815015607053	8.39231742277876	7.672425341971495	6.459431618637298	6.475733430966398	7.8826430493618425	8.038918989292304	7.076815597050832	7.554588851677637	8.303780748177102	7.857980995127572	7.693486957499325	7.912889336229964	7.845490050944375	9.157346935362844	7.8765169465649985	8.154818109052105	0
AT1G02100	9.936637939002573	8.804131021183318	8.751544059089099	6.569855608330947	7.554588851677637	9.207014320177533	9.449148645375436	7.693486957499325	8.857980995127571	9.507794640198696	9.011227255423254	9.111135670234708	8.703903573444663	8.98299357469431	9.78953364497036	9.019590728357883	8.768184324776927	0
AT1G02120	11.664891669286089	10.154818109052103	10.291170699321858	7.800899899920305	8.027905996569885	10.494855584491196	10.826548487290914	8.43879185257826	10.095397022792556	10.741466986401145	10.672425341971497	10.654636028527968	10.425215903299383	10.678600139099457	11.479275030250205	10.689997971419444	10.194756854422248	0
AT1G02130	9.216745858195306	7.409390936137703	7.6147098441152075	6.087462841250338	5.672425341971495	8.707359132080883	8.686500527183219	6.266786540694902	8.139551352398794	8.918863237274595	7.787902559391433	7.965784284662088	7.693486957499325	7.8765169465649985	9.324180546618742	7.8765169465649985	7.3750394313469245	0
AT1G02140	10.084808387804364	9.03342300153745	9.116343961237467	6.672425341971495	6.7142455176661215	9.4797802640291	9.523561956057012	7.366322214245817	8.882643049361839	9.7431513941125	9.417852514885896	9.368506461507694	9.121533517340033	9.25502856981873	9.964340867792416	9.262094845370179	9.134426320220928	0
AT1G02170	10.816183681432342	9.689997971419444	9.567956075415466	10.3409627642517	10.497851836951117	8.317412613764871	9.24555270625568	10.458406613236534	8.72451385311995	8.535275376620802	9.226412192788787	9.280770770130603	9.499845887083207	9.18239435340453	10.900112062977456	9.131856960608793	9.668884984266247	0
AT1G02260	9.264442600226602	8.344295907915816	8.471675214392045	5.8826430493618425	6.266786540694902	8.761551232444479	8.413627929024173	7.066089190457772	7.6438561897747235	9.090112419664287	8.915879378835774	8.971543553950774	8.672425341971495	9.169925001442312	9.068778277985412	9.14974711950468	8.330916878114618	0
AT1G02305	11.186733289128867	10.938109326219239	10.962173031109707	7.569855608330947	6.857980995127572	10.7632123668144	10.997885127829113	8.055282435501187	10.172427508645482	11.127349541059118	11.217957697864113	11.162391328756907	10.980139577639155	11.122827994807665	11.140190703191836	11.140190703191836	10.885696373339396	0
AT1G02330	8.710806433699354	7.546894459887637	7.734709620225838	6.426264754702097	6.6438561897747235	7.794415866350106	8.266786540694902	7.312882955284356	7.599912842187128	7.936637939002571	7.94251450533924	7.845490050944375	7.6220518194563756	7.741466986401146	8.807354922057604	7.741466986401146	7.707359132080882	0
AT1G02390	6.6147098441152075	9.991521846075695	9.972979786066292	8.455327220304559	8.262094845370179	7.467605550082997	5.857980995127572	8.675957032941751	5.3219280948873635	7.569855608330947	9.434628227636725	9.447083226209653	9.94104760634058	9.044394119358452	7.321928094887363	9.103287808412023	9.992938336165814	0
AT1G02410	8.751544059089099	7.960001932068081	7.839203788096943	6.918863237274595	7.118941072723508	8.285402218862249	8.459431618637296	7.392317422778762	8.139551352398794	8.417852514885897	8.016808287686555	7.8826430493618425	7.894817763307944	7.930737337562888	8.79766152585376	7.888743248898258	8.005624549193879	0
AT1G02475	10.31741261376487	9.038918989292304	8.741466986401146	7.108524456778168	7.179909090014935	10.68650052718322	10.801708358916464	8.0	10.24198314969433	10.946906274456396	9.199672344836364	9.199672344836364	8.771489469500601	9.068778277985412	10.411510988012072	9.027905996569883	9.011227255423254	0
AT1G02500	13.838809985708561	11.539158811108035	11.77561028075954	11.539158811108035	11.600377553107846	11.537703747907646	12.249113452713726	12.086136225027307	11.640244936222345	11.762382038710392	12.099347810403195	12.096715154488535	11.760304125286384	12.26238852375102	13.91951513447358	12.227014193649133	11.526988205432007	0
AT1G02560	12.345405246717794	10.478769619475765	10.55170826162069	7.86418614465428	7.303780748177103	12.135709286104401	12.380190466749834	8.43879185257826	11.758639637024574	12.396337194231098	11.043710863347156	11.080151309614088	10.467605550082997	10.699572453287267	12.344295907915814	10.756556322524087	10.430452551665534	0
AT1G02660	10.541096615349524	9.276124405274238	8.800899899920305	10.64745842645492	10.411510988012072	5.6438561897747235	7.74819284958946	10.815383295813536	7.554588851677637	6.149747119504683	8.184875342908283	8.124121311829187	8.839203788096944	7.839203788096943	10.308339030139408	7.971543553950772	9.25502856981873	0
AT1G02780	12.634811050171717	11.333714426093971	11.603626344986193	9.199672344836364	9.20945336562895	11.818582177480858	12.26209484537018	10.034798962577268	11.4757334309664	11.97477306788934	11.778487861222372	11.793603309279408	11.582141981658776	11.944346034137833	12.54399845013454	11.887982133058456	11.303209948944776	0
AT1G02840	11.055960234452298	9.487840033823053	9.61654884377899	7.554588851677637	8.134426320220928	9.564149489985732	9.734709620225836	8.447083226209653	9.407267764244732	9.702172685365547	10.0566377151132	10.144658242831882	9.503825737995749	10.194756854422248	10.830515206976838	10.200898605038443	9.52943055414615	0
AT1G02850	11.67595703294175	7.294620748891628	8.139551352398794	5.426264754702097	6.672425341971495	9.118941072723509	9.900866807980748	7.977279923499918	8.954196310386875	9.353146825498083	9.126704472843189	9.105908508571158	8.209453365628951	10.026523442519766	11.658657792126085	10.044394119358452	7.276124405274237	0
AT1G02880	8.467605550082997	7.839203788096943	7.813781191217037	8.519636252843213	9.159871336778387	8.851749041416056	8.184875342908283	9.09275714091985	7.475733430966398	9.134426320220928	8.184875342908283	8.169925001442312	7.954196310386875	8.499845887083206	8.829722735086056	8.430452551665532	7.888743248898258	0
AT1G02890	11.38478375009335	10.617467465294196	10.417852514885896	9.710806433699352	9.776433032444732	10.634811050171717	10.846273911349908	10.161131882984307	10.429406741513981	10.863411958941636	10.697836357962377	10.720244258287568	10.453270634010622	10.536247215688128	11.413627929024171	10.452241240430816	10.659995892429976	0
AT1G02910	9.407267764244732	8.209453365628951	8.184875342908283	6.6293566200796095	6.845490050944375	10.4189067312579	9.575539246834529	6.7004397181410935	9.390168956200183	10.651948610723446	8.149747119504681	8.330916878114618	8.118941072723509	8.396604781181859	9.372865060112588	8.299208018387281	8.219168520462162	0
AT1G02920	15.434693376772678	15.652620934638165	14.85233443198643	14.65424442508658	15.035142747885908	8.219168520462162	12.785656801427193	15.336053205631792	12.6261653199045	8.611024797307353	14.483815777264256	14.507670777134367	14.862637357558794	14.009741157452293	15.852602656635856	13.984863446633813	15.6439125439491	0
AT1G02930	15.559974504523744	15.620047956744347	15.127671967038982	15.182665919530676	15.214508856724455	11.480285320936373	13.640696837570093	15.381441558821088	13.40274562249569	10.78953364497036	15.096179808726713	15.095273386178631	15.122423595354176	14.730735470170254	15.914642065969494	14.706819746333812	15.61835682244426	0
AT1G02990	9.54496443278924	8.409390936137703	8.388017285345137	7.011227255423254	6.906890595608518	8.455327220304559	8.717676423066393	7.57742882803575	8.252665432450247	8.618385502258606	8.76487159073609	8.668884984266247	8.400879436282183	8.900866807980748	9.497851836951117	8.791162888555018	8.357552004618084	0
AT1G03040	10.20945336562895	8.022367813028454	8.129283016944967	6.209453365628951	6.6865005271832185	9.082149041353869	8.800899899920305	7.2288186904958796	8.312882955284357	9.34207466799914	8.625708843064466	8.527477006060396	8.159871336778389	8.710806433699354	10.29232163280204	8.577428828035746	8.169925001442312	0
AT1G03060	11.506803437795648	10.955649907528374	10.684748620421626	10.224001674198103	10.635718120331047	10.062046137720492	10.266786540694902	10.602698865017963	9.987264012072536	10.547858506058416	10.815383295813536	10.899356922923115	10.742309436084001	10.891024190149498	11.447599858279949	10.875749351420056	10.921097088106793	0
AT1G03080	11.734286232096348	11.196602126523173	11.122180901259751	10.257387842692651	9.978710459106358	10.397674632948268	10.947636937951827	10.667111542075027	10.20945336562895	10.749869427396844	11.380461065088973	11.36796070964157	11.127349541059118	11.29920801838728	11.907641803665529	11.226412192788787	11.136991112080231	0
AT1G03090	10.935901682267588	9.214319120800766	8.778077129535358	8.103287808412023	6.8826430493618425	8.455327220304559	8.787902559391433	8.76487159073609	8.044394119358454	8.778077129535358	9.665335917185175	9.693486957499324	8.912889336229961	9.197216693110052	10.897089128312757	9.079484783826816	9.169925001442312	0
AT1G03140	9.927777962082342	8.527477006060396	8.471675214392045	7.0443941193584525	7.118941072723508	8.344295907915816	9.515699838284043	7.6794800995054455	8.965784284662089	8.661778097771986	8.800899899920305	8.918863237274595	8.479780264029099	8.658211482751796	9.936637939002573	8.714245517666122	8.554588851677638	0
AT1G03160	10.20945336562895	7.94251450533924	8.124121311829187	6.247927513443584	6.539158811108031	10.468624042918018	9.834471049984222	6.442943495848727	9.469641817239516	10.834471049984224	8.90388184573618	8.930737337562887	8.154818109052105	8.930737337562887	9.902375114486023	8.918863237274595	8.022367813028454	0
AT1G03220	13.216594306638793	13.086136225027307	12.097044499322953	14.4169294432136	14.64554585817894	7.383704292474053	8.379378367071261	14.879966079664355	8.243173983472952	7.807354922057604	9.381542951184583	9.29920801838728	12.117318426010005	8.588714635582264	13.493855449240822	8.599912842187129	13.050868963290734	0
AT1G03250	8.939579214314692	7.800899899920305	7.665335917185176	8.113742166049189	8.169925001442312	8.179909090014933	8.290018846932618	8.011227255423254	7.851749041416057	8.471675214392045	7.60733031374961	7.57742882803575	7.491853096329675	7.768184324776926	8.845490050944377	7.734709620225838	7.787902559391433	0
AT1G03260	7.266786540694902	5.977279923499918	6.209453365628951	5.247927513443585	5.78135971352466	6.2288186904958796	6.523561956057013	5.78135971352466	6.189824558880018	6.285402218862249	6.491853096329675	6.169925001442312	5.7279204545632	6.459431618637298	6.658211482751795	6.392317422778762	6.189824558880018	0
AT1G03280	9.82177398197057	8.632995197142957	8.682994583681682	6.409390936137703	6.0	8.668884984266247	8.714245517666122	7.129283016944966	8.252665432450247	9.116343961237467	9.068778277985412	8.991521846075695	8.857980995127571	9.18239435340453	9.68650052718322	9.154818109052103	8.584962500721156	0
AT1G03290	10.902375114486025	10.101975670949233	10.072802534544207	7.098032082960527	6.7142455176661215	9.507794640198696	9.670656249118439	7.672425341971495	9.060695931687556	9.791162888555018	10.048486873992335	10.044394119358452	10.193525360501217	10.082149041353869	11.012624538865062	10.0566377151132	10.068778277985412	0
AT1G03330	7.7142455176661215	7.348728154231077	7.442943495848727	6.189824558880018	6.409390936137703	7.7142455176661215	8.044394119358454	6.6865005271832185	7.434628227636725	8.154818109052105	7.826548487290915	7.741466986401146	7.554588851677637	7.954196310386875	7.800899899920305	7.7004397181410935	7.475733430966398	0
AT1G03350	9.871905237659186	9.23840473932508	9.116343961237467	7.6293566200796095	7.686500527183218	9.014020470314932	9.087462841250339	8.154818109052105	8.640244936222345	9.126704472843189	9.105908508571158	9.060695931687556	9.022367813028454	9.047123912114026	10.041659151637214	8.930737337562887	9.283088353024002	0
AT1G03370	11.084144010615145	10.673309075561695	10.484822894262146	9.44086916761087	10.048486873992335	9.049848549450562	9.72451385311995	10.064742764750255	9.18239435340453	9.162391328756906	10.252665432450248	10.208234358339787	10.459431618637296	10.211888294546004	10.984418458801136	10.181152256865566	10.687375683437466	0
AT1G03380	10.78463484555752	9.43879185257826	9.400879436282183	6.7414669864011465	6.832890014164741	9.870364719583405	10.088788238716909	7.888743248898258	9.509775004326936	10.202123823830462	9.943979914343739	9.929258408636972	9.473705749619416	9.829722735086056	10.78463484555752	9.753216749178957	9.383704292474054	0
AT1G03475	11.494355603532846	8.707359132080883	8.897845456005511	7.707359132080882	7.954196310386875	11.011227255423256	10.31741261376487	8.290018846932618	9.78135971352466	11.223398414711628	9.4241662888181	9.430452551665534	8.991521846075695	9.487840033823053	11.33706433868474	9.485829308701904	8.689997971419446	0
AT1G03590	8.845490050944377	7.129283016944966	7.515699838284043	6.129283016944966	6.087462841250338	7.807354922057604	8.103287808412023	6.78135971352466	7.2384047393250786	8.087462841250339	7.592457037268081	7.475733430966398	7.475733430966398	8.189824558880018	8.64745842645492	8.209453365628951	7.03342300153745	0
AT1G03610	9.733015321685963	7.894817763307944	7.754887502163467	6.6865005271832185	6.247927513443584	8.049848549450562	8.184875342908283	6.845490050944375	8.049848549450562	8.243173983472952	8.527477006060396	8.39231742277876	7.8765169465649985	8.366322214245816	9.483815777264255	8.294620748891628	8.087462841250339	0
AT1G03730	7.894817763307944	7.774787059601174	7.366322214245817	6.6865005271832185	6.7414669864011465	6.0443941193584525	6.820178962415187	6.7142455176661215	6.0223678130284535	6.303780748177103	7.562242424221072	7.60733031374961	7.426264754702097	7.426264754702097	7.285402218862249	7.348728154231077	7.936637939002571	0
AT1G03740	11.706496018061188	11.494355603532846	10.97656412341533	10.3151495622563	10.397674632948268	9.055282435501187	11.040974598817305	10.727920454563199	10.205793249397157	9.226412192788787	10.924070185585343	10.932214751968385	10.99506046703272	10.641148597411233	11.70433597118232	10.639340708652233	11.469641817239516	0
AT1G03860	9.98584193700334	8.643856189774723	8.721099188707186	6.870364719583406	7.4838157772642555	8.651051691178928	9.64565843240871	7.78135971352466	8.675957032941751	8.839203788096944	9.049848549450562	8.974414589805528	8.643856189774723	8.894817763307943	9.778077129535358	9.005624549193879	8.581200581924957	0
AT1G03900	10.859534786382651	9.864186144654278	9.748192849589461	8.845490050944377	8.894817763307943	9.668884984266247	9.935165049603697	9.368506461507694	9.324180546618742	10.00842862207058	9.73978060977326	9.845490050944377	9.726218159332197	9.661778097771988	10.922584402713664	9.584962500721156	9.878050912728538	0
AT1G03910	10.059344460824423	8.632995197142957	8.632995197142957	6.087462841250338	6.0223678130284535	8.894817763307943	9.214319120800766	6.832890014164741	8.588714635582264	9.236014191900084	9.124121311829187	9.147204924942226	8.614709844115207	9.164906926675688	10.095397022792556	9.233619676759703	8.643856189774723	0
AT1G03930	9.497851836951117	8.005624549193879	7.912889336229964	7.257387842692652	7.539158811108031	9.124121311829187	8.879583249612784	7.774787059601174	8.383704292474054	9.447083226209653	8.417852514885897	8.228818690495881	7.994353436858858	8.335390354693924	9.383704292474054	8.344295907915816	7.994353436858858	0
AT1G03950	8.076815597050832	7.475733430966398	7.6147098441152075	6.066089190457772	6.247927513443584	8.149747119504681	7.57742882803575	6.584962500721157	7.3750394313469245	8.321928094887364	7.672425341971495	7.8765169465649985	7.434628227636725	7.7004397181410935	8.044394119358454	7.562242424221072	7.257387842692652	0
AT1G03970	8.442943495848729	7.936637939002571	7.918863237274595	5.754887502163467	5.8826430493618425	8.308339030139408	8.144658242831882	6.426264754702097	7.4998458870832065	8.550746785383243	8.238404739325079	8.184875342908283	7.888743248898258	8.169925001442312	8.562242424221072	8.087462841250339	7.820178962415187	0
AT1G04000	8.228818690495881	7.219168520462161	6.8826430493618425	5.7279204545632	6.087462841250338	6.768184324776926	6.7004397181410935	6.554588851677637	6.965784284662088	6.7279204545632	6.209453365628951	6.6438561897747235	6.820178962415187	6.870364719583406	8.290018846932618	6.3750394313469245	7.209453365628951	0
AT1G04080	11.158609688214476	9.774787059601174	9.873444112515378	7.247927513443584	7.6293566200796095	10.306061689428342	10.453270634010622	8.184875342908283	9.876516946565	10.498849206531725	10.372865060112588	10.325305455089682	9.829722735086056	10.552669097514272	11.014717929860009	10.533329732305834	9.677719641641009	0
AT1G04120	11.689561254285525	10.453270634010622	10.227615943414225	6.303780748177103	6.658211482751795	9.400879436282183	9.829722735086056	7.912889336229964	9.344295907915816	9.850186837645774	10.439830883981392	10.490850876740296	10.273795599214264	10.499845887083207	11.660887270302567	10.573647187493322	10.45532722030456	0
AT1G04140	11.670213636738564	9.967226258835991	10.090112419664287	8.654636028527968	8.577428828035746	10.226412192788787	10.61654884377899	9.250298417906333	10.030667136246944	10.499845887083207	10.41574176829009	10.384783750093352	9.98299357469431	10.457380879072533	11.572700226487294	10.496853777388043	10.079484783826816	0
AT1G04170	10.643856189774723	9.105908508571158	9.152284842306582	6.965784284662088	6.794415866350106	9.61286849729104	10.188588845707347	7.820178962415187	9.590587049915037	9.876516946565	9.776433032444732	9.731319031025064	9.224001674198103	9.837627933171404	10.471675214392043	9.902375114486023	9.199672344836364	0
AT1G04200	10.108524456778168	8.703903573444663	9.06339508128851	6.807354922057604	6.94251450533924	8.312882955284357	8.233619676759702	7.312882955284356	7.754887502163467	8.661778097771986	9.164906926675688	9.076815597050832	9.055282435501187	9.571752643503547	10.084808387804364	9.543031820255237	8.643856189774723	0
AT1G04210	10.188588845707347	9.139551352398792	8.974414589805528	7.3750394313469245	7.636624620543648	8.960001932068081	9.537218400538595	7.888743248898258	9.136991112080231	9.333155350310617	9.350939181546432	9.41574176829009	9.03342300153745	9.531381460516313	10.044394119358452	9.400879436282183	9.103287808412023	0
AT1G04270	11.177419537989238	10.075479149488014	10.314016703901355	7.90086680798075	7.768184324776926	10.503825737995749	11.110483309816226	8.361943773735241	10.470658874060554	10.513727595952435	10.404077136241234	10.393390457443989	10.232420927176076	10.575539246834529	11.03342300153745	10.508785162064513	10.200898605038443	0
