Genes	healthy30.1	healthy30	healthy12	healthy18.1	healthy18	healthy24.1	healthy12.1	healthy24	zero-counter
AT1G34822	0	0	0	0	0	0	0	0	8
AT1G34825	0	0	0	0	0	0	0	0	8
AT1G34827	0	0	0	0	0	0	0	0	8
AT1G34830	0	0	0	0	0	0	0	0	8
AT1G34840	0	0	0	0	0	0	0	0	8
AT1G34850	0	0	0	0	0	0	0	0	8
AT1G34855	0	0	0	0	0	0	0	0	8
AT1G34860	0	0	0	0	0	0	0	0	8
AT1G34910	0	0	0	0	0	0	0	0	8
AT1G34930	0	0	0	0	0	0	0	0	8
AT1G35030	0	0	0	0	0	0	0	0	8
AT1G35035	0	0	0	0	0	0	0	0	8
AT1G35040	0	0	0	0	0	0	0	0	8
AT1G35150	0	0	0	0	0	0	0	0	8
AT1G35170	0	0	0	0	0	0	0	0	8
AT1G35181	0	0	0	0	0	0	0	0	8
AT1G35240	0	0	0	0	0	0	0	0	8
AT1G35242	0	0	0	0	0	0	0	0	8
AT1G35250	0	0	0	0	0	0	0	0	8
AT1G35255	0	0	0	0	0	0	0	0	8
AT1G35353	0	0	0	0	0	0	0	0	8
AT1G35365	0	0	0	0	0	0	0	0	8
AT1G35375	0	0	0	0	0	0	0	0	8
AT1G35400	0	0	0	0	0	0	0	0	8
AT1G35410	0	0	0	0	0	0	0	0	8
AT1G35435	0	0	0	0	0	0	0	0	8
AT1G35440	0	0	0	0	0	0	0	0	8
AT1G35467	0	0	0	0	0	0	0	0	8
AT1G35490	0	0	0	0	0	0	0	0	8
AT1G35520	0	0	0	0	0	0	0	0	8
AT1G35537	0	0	0	0	0	0	0	0	8
AT1G35540	0	0	0	0	0	0	0	0	8
AT1G35550	0	0	0	0	0	0	0	0	8
AT1G35617	0	0	0	0	0	0	0	0	8
AT1G35820	0	0	0	0	0	0	0	0	8
AT1G35850	0	0	0	0	0	0	0	0	8
AT1G35860	0	0	0	0	0	0	0	0	8
AT1G35880	0	0	0	0	0	0	0	0	8
AT1G35890	0	0	0	0	0	0	0	0	8
AT1G35895	0	0	0	0	0	0	0	0	8
AT1G36000	0	0	0	0	0	0	0	0	8
AT1G36005	0	0	0	0	0	0	0	0	8
AT1G36020	0	0	0	0	0	0	0	0	8
AT1G36030	0	0	0	0	0	0	0	0	8
AT1G36078	0	0	0	0	0	0	0	0	8
AT1G36085	0	0	0	0	0	0	0	0	8
AT1G36095	0	0	0	0	0	0	0	0	8
AT1G36100	0	0	0	0	0	0	0	0	8
AT1G36150	0	0	0	0	0	0	0	0	8
AT1G36230	0	0	0	0	0	0	0	0	8
AT1G36240	0	0	0	0	0	0	0	0	8
AT1G36272	0	0	0	0	0	0	0	0	8
AT1G36325	0	0	0	0	0	0	0	0	8
AT1G36340	0	0	0	0	0	0	0	0	8
AT1G36510	0	0	0	0	0	0	0	0	8
AT1G36580	0	0	0	0	0	0	0	0	8
AT1G36627	0	0	0	0	0	0	0	0	8
AT1G36745	0	0	0	0	0	0	0	0	8
AT1G36756	0	0	0	0	0	0	0	0	8
AT1G36925	0	0	0	0	0	0	0	0	8
AT1G36942	0	0	0	0	0	0	0	0	8
AT1G36960	0	0	0	0	0	0	0	0	8
AT1G36970	0	0	0	0	0	0	0	0	8
AT1G37000	0	0	0	0	0	0	0	0	8
AT1G37010	0	0	0	0	0	0	0	0	8
AT1G37020	0	0	0	0	0	0	0	0	8
AT1G37140	0	0	0	0	0	0	0	0	8
AT1G38065	0	0	0	0	0	0	0	0	8
AT1G38790	0	0	0	0	0	0	0	0	8
AT1G39060	0	0	0	0	0	0	0	0	8
AT1G39070	0	0	0	0	0	0	0	0	8
AT1G40083	0	0	0	0	0	0	0	0	8
AT1G40086	0	0	0	0	0	0	0	0	8
AT1G40087	0	0	0	0	0	0	0	0	8
AT1G40090	0	0	0	0	0	0	0	0	8
AT1G40104	0	0	0	0	0	0	0	0	8
AT1G40129	0	0	0	0	0	0	0	0	8
AT1G40390	0	0	0	0	0	0	0	0	8
AT1G41820	0	0	0	0	0	0	0	0	8
AT1G41920	0	0	0	0	0	0	0	0	8
AT1G42080	0	0	0	0	0	0	0	0	8
AT1G42190	0	0	0	0	0	0	0	0	8
AT1G42525	0	0	0	0	0	0	0	0	8
AT1G42615	0	0	0	0	0	0	0	0	8
AT1G42680	0	0	0	0	0	0	0	0	8
AT1G42700	0	0	0	0	0	0	0	0	8
AT1G42710	0	0	0	0	0	0	0	0	8
AT1G43005	0	0	0	0	0	0	0	0	8
AT1G43010	0	0	0	0	0	0	0	0	8
AT1G43020	0	0	0	0	0	0	0	0	8
AT1G43080	0	0	0	0	0	0	0	0	8
AT1G43090	0	0	0	0	0	0	0	0	8
AT1G43100	0	0	0	0	0	0	0	0	8
AT1G43140	0	0	0	0	0	0	0	0	8
AT1G43145	0	0	0	0	0	0	0	0	8
AT1G43171	0	0	0	0	0	0	0	0	8
AT1G43310	0	0	0	0	0	0	0	0	8
AT1G43320	0	0	0	0	0	0	0	0	8
AT1G43330	0	0	0	0	0	0	0	0	8
AT1G43415	0	0	0	0	0	0	0	0	8
AT1G43610	0	0	0	0	0	0	0	0	8
AT1G43630	0	0	0	0	0	0	0	0	8
AT1G43665	0	0	0	0	0	0	0	0	8
AT1G43666	0	0	0	0	0	0	0	0	8
AT1G43667	0	0	0	0	0	0	0	0	8
AT1G43680	0	0	0	0	0	0	0	0	8
AT1G43720	0	0	0	0	0	0	0	0	8
AT1G43722	0	0	0	0	0	0	0	0	8
AT1G43730	0	0	0	0	0	0	0	0	8
AT1G43760	0	0	0	0	0	0	0	0	8
AT1G43780	0	0	0	0	0	0	0	0	8
AT1G43815	0	0	0	0	0	0	0	0	8
AT1G43825	0	0	0	0	0	0	0	0	8
AT1G43950	0	0	0	0	0	0	0	0	8
AT1G43970	0	0	0	0	0	0	0	0	8
AT1G44010	0	0	0	0	0	0	0	0	8
AT1G44020	0	0	0	0	0	0	0	0	8
AT1G44030	0	0	0	0	0	0	0	0	8
AT1G44080	0	0	0	0	0	0	0	0	8
AT1G44085	0	0	0	0	0	0	0	0	8
AT1G44090	0	0	0	0	0	0	0	0	8
AT1G44180	0	0	0	0	0	0	0	0	8
AT1G44191	0	0	0	0	0	0	0	0	8
AT1G44224	0	0	0	0	0	0	0	0	8
AT1G44318	0	0	0	0	0	0	0	0	8
AT1G44542	0	0	0	0	0	0	0	0	8
AT1G44895	0	0	0	0	0	0	0	0	8
AT1G44940	0	0	0	0	0	0	0	0	8
AT1G44941	0	0	0	0	0	0	0	0	8
AT1G44970	0	0	0	0	0	0	0	0	8
AT1G44980	0	0	0	0	0	0	0	0	8
AT1G44990	0	0	0	0	0	0	0	0	8
AT1G45015	0	0	0	0	0	0	0	0	8
AT1G45100	0	0	0	0	0	0	0	0	8
AT1G45190	0	0	0	0	0	0	0	0	8
AT1G45215	0	0	0	0	0	0	0	0	8
AT1G45221	0	0	0	0	0	0	0	0	8
AT1G45223	0	0	0	0	0	0	0	0	8
AT1G45403	0	0	0	0	0	0	0	0	8
AT1G46336	0	0	0	0	0	0	0	0	8
AT1G46408	0	0	0	0	0	0	0	0	8
AT1G46840	0	0	0	0	0	0	0	0	8
AT1G46912	0	0	0	0	0	0	0	0	8
AT1G46984	0	0	0	0	0	0	0	0	8
AT1G47220	0	0	0	0	0	0	0	0	8
AT1G47265	0	0	0	0	0	0	0	0	8
AT1G47280	0	0	0	0	0	0	0	0	8
AT1G47300	0	0	0	0	0	0	0	0	8
AT1G47317	0	0	0	0	0	0	0	0	8
AT1G47350	0	0	0	0	0	0	0	0	8
AT1G47389	0	0	0	0	0	0	0	0	8
AT1G47390	0	0	0	0	0	0	0	0	8
AT1G47450	0	0	0	0	0	0	0	0	8
AT1G47470	0	0	0	0	0	0	0	0	8
AT1G47485	0	0	0	0	0	0	0	0	8
AT1G47495	0	0	0	0	0	0	0	0	8
AT1G47497	0	0	0	0	0	0	0	0	8
AT1G47540	0	0	0	0	0	0	0	0	8
AT1G47600	0	0	0	0	0	0	0	0	8
AT1G47620	0	0	0	0	0	0	0	0	8
AT1G47657	0	0	0	0	0	0	0	0	8
AT1G47660	0	0	0	0	0	0	0	0	8
AT1G47680	0	0	0	0	0	0	0	0	8
AT1G47690	0	0	0	0	0	0	0	0	8
AT1G47695	0	0	0	0	0	0	0	0	8
AT1G47700	0	0	0	0	0	0	0	0	8
AT1G47730	0	0	0	0	0	0	0	0	8
AT1G47765	0	0	0	0	0	0	0	0	8
AT1G47780	0	0	0	0	0	0	0	0	8
AT1G47786	0	0	0	0	0	0	0	0	8
AT1G47790	0	0	0	0	0	0	0	0	8
AT1G47800	0	0	0	0	0	0	0	0	8
AT1G47810	0	0	0	0	0	0	0	0	8
AT1G47990	0	0	0	0	0	0	0	0	8
AT1G48010	0	0	0	0	0	0	0	0	8
AT1G48070	0	0	0	0	0	0	0	0	8
AT1G48095	0	0	0	0	0	0	0	0	8
AT1G48130	0	0	0	0	0	0	0	0	8
AT1G48145	0	0	0	0	0	0	0	0	8
AT1G48150	0	0	0	0	0	0	0	0	8
AT1G48180	0	0	0	0	0	0	0	0	8
AT1G48190	0	0	0	0	0	0	0	0	8
AT1G48220	0	0	0	0	0	0	0	0	8
AT1G48285	0	0	0	0	0	0	0	0	8
AT1G48325	0	0	0	0	0	0	0	0	8
AT1G48510	0	0	0	0	0	0	0	0	8
AT1G48660	0	0	0	0	0	0	0	0	8
AT1G48670	0	0	0	0	0	0	0	0	8
AT1G48690	0	0	0	0	0	0	0	0	8
AT1G48700	0	0	0	0	0	0	0	0	8
AT1G48720	0	0	0	0	0	0	0	0	8
AT1G48725	0	0	0	0	0	0	0	0	8
AT1G48740	0	0	0	0	0	0	0	0	8
AT1G48800	0	0	0	0	0	0	0	0	8
AT1G48820	0	0	0	0	0	0	0	0	8
AT1G48910	0	0	0	0	0	0	0	0	8
AT1G48912	0	0	0	0	0	0	0	0	8
AT1G48930	0	0	0	0	0	0	0	0	8
AT1G48940	0	0	0	0	0	0	0	0	8
AT1G48953	0	0	0	0	0	0	0	0	8
AT1G48990	0	0	0	0	0	0	0	0	8
AT1G49015	0	0	0	0	0	0	0	0	8
AT1G49030	0	0	0	0	0	0	0	0	8
AT1G49100	0	0	0	0	0	0	0	0	8
AT1G49110	0	0	0	0	0	0	0	0	8
AT1G49120	0	0	0	0	0	0	0	0	8
AT1G49190	0	0	0	0	0	0	0	0	8
AT1G49205	0	0	0	0	0	0	0	0	8
AT1G49260	0	0	0	0	0	0	0	0	8
AT1G49270	0	0	0	0	0	0	0	0	8
AT1G49290	0	0	0	0	0	0	0	0	8
AT1G49435	0	0	0	0	0	0	0	0	8
AT1G49680	0	0	0	0	0	0	0	0	8
AT1G49715	0	0	0	0	0	0	0	0	8
AT1G49800	0	0	0	0	0	0	0	0	8
AT1G49810	0	0	0	0	0	0	0	0	8
AT1G49860	0	0	0	0	0	0	0	0	8
AT1G49930	0	0	0	0	0	0	0	0	8
AT1G50060	0	0	0	0	0	0	0	0	8
AT1G50080	0	0	0	0	0	0	0	0	8
AT1G50090	0	0	0	0	0	0	0	0	8
AT1G50160	0	0	0	0	0	0	0	0	8
AT1G50220	0	0	0	0	0	0	0	0	8
AT1G50340	0	0	0	0	0	0	0	0	8
AT1G50470	0	0	0	0	0	0	0	0	8
AT1G50530	0	0	0	0	0	0	0	0	8
AT1G50580	0	0	0	0	0	0	0	0	8
AT1G50610	0	0	0	0	0	0	0	0	8
AT1G50650	0	0	0	0	0	0	0	0	8
AT1G50680	0	0	0	0	0	0	0	0	8
AT1G50690	0	0	0	0	0	0	0	0	8
AT1G50720	0	0	0	0	0	0	0	0	8
AT1G50870	0	0	0	0	0	0	0	0	8
AT1G50880	0	0	0	0	0	0	0	0	8
AT1G50930	0	0	0	0	0	0	0	0	8
AT1G50960	0	0	0	0	0	0	0	0	8
AT1G50980	0	0	0	0	0	0	0	0	8
AT1G50990	0	0	0	0	0	0	0	0	8
AT1G51000	0	0	0	0	0	0	0	0	8
AT1G51010	0	0	0	0	0	0	0	0	8
AT1G51020	0	0	0	0	0	0	0	0	8
AT1G51035	0	0	0	0	0	0	0	0	8
AT1G51040	0	0	0	0	0	0	0	0	8
AT1G51120	0	0	0	0	0	0	0	0	8
AT1G51150	0	0	0	0	0	0	0	0	8
AT1G51172	0	0	0	0	0	0	0	0	8
AT1G51210	0	0	0	0	0	0	0	0	8
AT1G51220	0	0	0	0	0	0	0	0	8
AT1G51230	0	0	0	0	0	0	0	0	8
AT1G51240	0	0	0	0	0	0	0	0	8
AT1G51250	0	0	0	0	0	0	0	0	8
AT1G51260	0	0	0	0	0	0	0	0	8
AT1G51290	0	0	0	0	0	0	0	0	8
AT1G51320	0	0	0	0	0	0	0	0	8
AT1G51410	0	0	0	0	0	0	0	0	8
AT1G51470	0	0	0	0	0	0	0	0	8
AT1G51480	0	0	0	0	0	0	0	0	8
AT1G51490	0	0	0	0	0	0	0	0	8
AT1G51770	0	0	0	0	0	0	0	0	8
AT1G51810	0	0	0	0	0	0	0	0	8
AT1G51823	0	0	0	0	0	0	0	0	8
AT1G51840	0	0	0	0	0	0	0	0	8
AT1G51880	0	0	0	0	0	0	0	0	8
AT1G51900	0	0	0	0	0	0	0	0	8
AT1G51910	0	0	0	0	0	0	0	0	8
AT1G51915	0	0	0	0	0	0	0	0	8
AT1G51970	0	0	0	0	0	0	0	0	8
AT1G51990	0	0	0	0	0	0	0	0	8
AT1G52050	0	0	0	0	0	0	0	0	8
AT1G52060	0	0	0	0	0	0	0	0	8
AT1G52070	0	0	0	0	0	0	0	0	8
AT1G52100	0	0	0	0	0	0	0	0	8
AT1G52130	0	0	0	0	0	0	0	0	8
AT1G52180	0	0	0	0	0	0	0	0	8
AT1G52191	0	0	0	0	0	0	0	0	8
AT1G52325	0	0	0	0	0	0	0	0	8
AT1G52415	0	0	0	0	0	0	0	0	8
AT1G52440	0	0	0	0	0	0	0	0	8
AT1G52460	0	0	0	0	0	0	0	0	8
AT1G52470	0	0	0	0	0	0	0	0	8
AT1G52490	0	0	0	0	0	0	0	0	8
AT1G52495	0	0	0	0	0	0	0	0	8
AT1G52603	0	0	0	0	0	0	0	0	8
AT1G52660	0	0	0	0	0	0	0	0	8
AT1G52680	0	0	0	0	0	0	0	0	8
AT1G52695	0	0	0	0	0	0	0	0	8
AT1G52857	0	0	0	0	0	0	0	0	8
AT1G52970	0	0	0	0	0	0	0	0	8
AT1G53010	0	0	0	0	0	0	0	0	8
AT1G53023	0	0	0	0	0	0	0	0	8
AT1G53130	0	0	0	0	0	0	0	0	8
AT1G53265	0	0	0	0	0	0	0	0	8
AT1G53282	0	0	0	0	0	0	0	0	8
AT1G53285	0	0	0	0	0	0	0	0	8
AT1G53325	0	0	0	0	0	0	0	0	8
AT1G53360	0	0	0	0	0	0	0	0	8
AT1G53366	0	0	0	0	0	0	0	0	8
AT1G53370	0	0	0	0	0	0	0	0	8
AT1G53705	0	0	0	0	0	0	0	0	8
AT1G53708	0	0	0	0	0	0	0	0	8
AT1G53815	0	0	0	0	0	0	0	0	8
AT1G53870	0	0	0	0	0	0	0	0	8
AT1G53875	0	0	0	0	0	0	0	0	8
AT1G53880	0	0	0	0	0	0	0	0	8
AT1G53885	0	0	0	0	0	0	0	0	8
AT1G53903	0	0	0	0	0	0	0	0	8
AT1G53930	0	0	0	0	0	0	0	0	8
AT1G53935	0	0	0	0	0	0	0	0	8
AT1G53940	0	0	0	0	0	0	0	0	8
AT1G53945	0	0	0	0	0	0	0	0	8
AT1G53950	0	0	0	0	0	0	0	0	8
AT1G53970	0	0	0	0	0	0	0	0	8
AT1G53990	0	0	0	0	0	0	0	0	8
AT1G54230	0	0	0	0	0	0	0	0	8
AT1G54240	0	0	0	0	0	0	0	0	8
AT1G54300	0	0	0	0	0	0	0	0	8
AT1G54420	0	0	0	0	0	0	0	0	8
AT1G54445	0	0	0	0	0	0	0	0	8
AT1G54550	0	0	0	0	0	0	0	0	8
AT1G54560	0	0	0	0	0	0	0	0	8
AT1G54620	0	0	0	0	0	0	0	0	8
AT1G54640	0	0	0	0	0	0	0	0	8
AT1G54700	0	0	0	0	0	0	0	0	8
AT1G54720	0	0	0	0	0	0	0	0	8
AT1G54775	0	0	0	0	0	0	0	0	8
AT1G54860	0	0	0	0	0	0	0	0	8
AT1G54870	0	0	0	0	0	0	0	0	8
AT1G54940	0	0	0	0	0	0	0	0	8
AT1G54950	0	0	0	0	0	0	0	0	8
AT1G54953	0	0	0	0	0	0	0	0	8
AT1G54970	0	0	0	0	0	0	0	0	8
AT1G55030	0	0	0	0	0	0	0	0	8
AT1G55060	0	0	0	0	0	0	0	0	8
AT1G55207	0	0	0	0	0	0	0	0	8
AT1G55240	0	0	0	0	0	0	0	0	8
AT1G55330	0	0	0	0	0	0	0	0	8
AT1G55440	0	0	0	0	0	0	0	0	8
AT1G55546	0	0	0	0	0	0	0	0	8
AT1G55560	0	0	0	0	0	0	0	0	8
AT1G55570	0	0	0	0	0	0	0	0	8
AT1G55600	0	0	0	0	0	0	0	0	8
AT1G55640	0	0	0	0	0	0	0	0	8
AT1G55700	0	0	0	0	0	0	0	0	8
AT1G55710	0	0	0	0	0	0	0	0	8
AT1G55720	0	0	0	0	0	0	0	0	8
AT1G55755	0	0	0	0	0	0	0	0	8
AT1G55790	0	0	0	0	0	0	0	0	8
AT1G55928	0	0	0	0	0	0	0	0	8
AT1G55945	0	0	0	0	0	0	0	0	8
AT1G56030	0	0	0	0	0	0	0	0	8
AT1G56100	0	0	0	0	0	0	0	0	8
AT1G56233	0	0	0	0	0	0	0	0	8
AT1G56270	0	0	0	0	0	0	0	0	8
AT1G56360	0	0	0	0	0	0	0	0	8
AT1G56380	0	0	0	0	0	0	0	0	8
AT1G56385	0	0	0	0	0	0	0	0	8
AT1G56400	0	0	0	0	0	0	0	0	8
AT1G56410	0	0	0	0	0	0	0	0	8
AT1G56415	0	0	0	0	0	0	0	0	8
AT1G56418	0	0	0	0	0	0	0	0	8
AT1G56530	0	0	0	0	0	0	0	0	8
AT1G56553	0	0	0	0	0	0	0	0	8
AT1G56620	0	0	0	0	0	0	0	0	8
AT1G56680	0	0	0	0	0	0	0	0	8
AT1G57550	0	0	0	0	0	0	0	0	8
AT1G57565	0	0	0	0	0	0	0	0	8
AT1G57580	0	0	0	0	0	0	0	0	8
AT1G57613	0	0	0	0	0	0	0	0	8
AT1G57690	0	0	0	0	0	0	0	0	8
AT1G57750	0	0	0	0	0	0	0	0	8
AT1G57760	0	0	0	0	0	0	0	0	8
AT1G57775	0	0	0	0	0	0	0	0	8
AT1G57777	0	0	0	0	0	0	0	0	8
AT1G57800	0	0	0	0	0	0	0	0	8
AT1G57830	0	0	0	0	0	0	0	0	8
AT1G58037	0	0	0	0	0	0	0	0	8
AT1G58050	0	0	0	0	0	0	0	0	8
AT1G58055	0	0	0	0	0	0	0	0	8
AT1G58090	0	0	0	0	0	0	0	0	8
AT1G58242	0	0	0	0	0	0	0	0	8
AT1G58245	0	0	0	0	0	0	0	0	8
AT1G58248	0	0	0	0	0	0	0	0	8
AT1G58260	0	0	0	0	0	0	0	0	8
AT1G58310	0	0	0	0	0	0	0	0	8
AT1G58450	0	0	0	0	0	0	0	0	8
AT1G58460	0	0	0	0	0	0	0	0	8
AT1G58525	0	0	0	0	0	0	0	0	8
AT1G58643	0	0	0	0	0	0	0	0	8
AT1G58684	0	0	0	0	0	0	0	0	8
AT1G58725	0	0	0	0	0	0	0	0	8
AT1G58766	0	0	0	0	0	0	0	0	8
AT1G58807	0	0	0	0	0	0	0	0	8
AT1G58936	0	0	0	0	0	0	0	0	8
AT1G58983	0	0	0	0	0	0	0	0	8
AT1G59030	0	0	0	0	0	0	0	0	8
AT1G59077	0	0	0	0	0	0	0	0	8
AT1G59124	0	0	0	0	0	0	0	0	8
AT1G59171	0	0	0	0	0	0	0	0	8
AT1G59218	0	0	0	0	0	0	0	0	8
AT1G59312	0	0	0	0	0	0	0	0	8
AT1G59406	0	0	0	0	0	0	0	0	8
AT1G59453	0	0	0	0	0	0	0	0	8
AT1G59460	0	0	0	0	0	0	0	0	8
AT1G59470	0	0	0	0	0	0	0	0	8
AT1G59500	0	0	0	0	0	0	0	0	8
AT1G59530	0	0	0	0	0	0	0	0	8
AT1G59550	0	0	0	0	0	0	0	0	8
AT1G59630	0	0	0	0	0	0	0	0	8
AT1G59675	0	0	0	0	0	0	0	0	8
AT1G59680	0	0	0	0	0	0	0	0	8
AT1G59690	0	0	0	0	0	0	0	0	8
AT1G59722	0	0	0	0	0	0	0	0	8
AT1G59723	0	0	0	0	0	0	0	0	8
AT1G59724	0	0	0	0	0	0	0	0	8
AT1G59780	0	0	0	0	0	0	0	0	8
AT1G59790	0	0	0	0	0	0	0	0	8
AT1G59800	0	0	0	0	0	0	0	0	8
AT1G59810	0	0	0	0	0	0	0	0	8
AT1G59833	0	0	0	0	0	0	0	0	8
AT1G59835	0	0	0	0	0	0	0	0	8
AT1G59885	0	0	0	0	0	0	0	0	8
AT1G60040	0	0	0	0	0	0	0	0	8
AT1G60050	0	0	0	0	0	0	0	0	8
AT1G60090	0	0	0	0	0	0	0	0	8
AT1G60130	0	0	0	0	0	0	0	0	8
AT1G60240	0	0	0	0	0	0	0	0	8
AT1G60250	0	0	0	0	0	0	0	0	8
AT1G60280	0	0	0	0	0	0	0	0	8
AT1G60300	0	0	0	0	0	0	0	0	8
AT1G60320	0	0	0	0	0	0	0	0	8
AT1G60350	0	0	0	0	0	0	0	0	8
AT1G60370	0	0	0	0	0	0	0	0	8
AT1G60380	0	0	0	0	0	0	0	0	8
AT1G60400	0	0	0	0	0	0	0	0	8
AT1G60410	0	0	0	0	0	0	0	0	8
AT1G60450	0	0	0	0	0	0	0	0	8
AT1G60570	0	0	0	0	0	0	0	0	8
AT1G60625	0	0	0	0	0	0	0	0	8
AT1G60720	0	0	0	0	0	0	0	0	8
AT1G60750	0	0	0	0	0	0	0	0	8
AT1G60783	0	0	0	0	0	0	0	0	8
AT1G60787	0	0	0	0	0	0	0	0	8
AT1G60815	0	0	0	0	0	0	0	0	8
AT1G60880	0	0	0	0	0	0	0	0	8
AT1G60913	0	0	0	0	0	0	0	0	8
AT1G60980	0	0	0	0	0	0	0	0	8
AT1G60983	0	0	0	0	0	0	0	0	8
AT1G60985	0	0	0	0	0	0	0	0	8
AT1G60986	0	0	0	0	0	0	0	0	8
AT1G61050	0	0	0	0	0	0	0	0	8
AT1G61060	0	0	0	0	0	0	0	0	8
AT1G61070	0	0	0	0	0	0	0	0	8
AT1G61090	0	0	0	0	0	0	0	0	8
AT1G61093	0	0	0	0	0	0	0	0	8
AT1G61095	0	0	0	0	0	0	0	0	8
AT1G61097	0	0	0	0	0	0	0	0	8
AT1G61105	0	0	0	0	0	0	0	0	8
AT1G61130	0	0	0	0	0	0	0	0	8
AT1G61320	0	0	0	0	0	0	0	0	8
AT1G61330	0	0	0	0	0	0	0	0	8
AT1G61562	0	0	0	0	0	0	0	0	8
AT1G61563	0	0	0	0	0	0	0	0	8
AT1G61565	0	0	0	0	0	0	0	0	8
AT1G61566	0	0	0	0	0	0	0	0	8
AT1G61575	0	0	0	0	0	0	0	0	8
AT1G61590	0	0	0	0	0	0	0	0	8
AT1G61630	0	0	0	0	0	0	0	0	8
AT1G61688	0	0	0	0	0	0	0	0	8
AT1G61720	0	0	0	0	0	0	0	0	8
AT1G61750	0	0	0	0	0	0	0	0	8
AT1G61840	0	0	0	0	0	0	0	0	8
AT1G61920	0	0	0	0	0	0	0	0	8
AT1G61940	0	0	0	0	0	0	0	0	8
AT1G61950	0	0	0	0	0	0	0	0	8
AT1G62060	0	0	0	0	0	0	0	0	8
AT1G62070	0	0	0	0	0	0	0	0	8
AT1G62080	0	0	0	0	0	0	0	0	8
AT1G62160	0	0	0	0	0	0	0	0	8
AT1G62170	0	0	0	0	0	0	0	0	8
AT1G62210	0	0	0	0	0	0	0	0	8
AT1G62220	0	0	0	0	0	0	0	0	8
AT1G62225	0	0	0	0	0	0	0	0	8
AT1G62270	0	0	0	0	0	0	0	0	8
AT1G62280	0	0	0	0	0	0	0	0	8
AT1G62333	0	0	0	0	0	0	0	0	8
AT1G62340	0	0	0	0	0	0	0	0	8
AT1G62421	0	0	0	0	0	0	0	0	8
AT1G62515	0	0	0	0	0	0	0	0	8
AT1G62895	0	0	0	0	0	0	0	0	8
AT1G62940	0	0	0	0	0	0	0	0	8
AT1G62978	0	0	0	0	0	0	0	0	8
AT1G62980	0	0	0	0	0	0	0	0	8
AT1G63055	0	0	0	0	0	0	0	0	8
AT1G63057	0	0	0	0	0	0	0	0	8
AT1G63060	0	0	0	0	0	0	0	0	8
AT1G63070	0	0	0	0	0	0	0	0	8
AT1G63140	0	0	0	0	0	0	0	0	8
AT1G63190	0	0	0	0	0	0	0	0	8
AT1G63200	0	0	0	0	0	0	0	0	8
AT1G63205	0	0	0	0	0	0	0	0	8
AT1G63206	0	0	0	0	0	0	0	0	8
AT1G63410	0	0	0	0	0	0	0	0	8
AT1G63522	0	0	0	0	0	0	0	0	8
AT1G63535	0	0	0	0	0	0	0	0	8
AT1G63540	0	0	0	0	0	0	0	0	8
AT1G63550	0	0	0	0	0	0	0	0	8
AT1G63600	0	0	0	0	0	0	0	0	8
AT1G63615	0	0	0	0	0	0	0	0	8
AT1G63950	0	0	0	0	0	0	0	0	8
AT1G64030	0	0	0	0	0	0	0	0	8
AT1G64105	0	0	0	0	0	0	0	0	8
AT1G64235	0	0	0	0	0	0	0	0	8
AT1G64255	0	0	0	0	0	0	0	0	8
AT1G64295	0	0	0	0	0	0	0	0	8
AT1G64340	0	0	0	0	0	0	0	0	8
AT1G64455	0	0	0	0	0	0	0	0	8
AT1G64480	0	0	0	0	0	0	0	0	8
AT1G64584	0	0	0	0	0	0	0	0	8
AT1G64585	0	0	0	0	0	0	0	0	8
AT1G64590	0	0	0	0	0	0	0	0	8
AT1G64795	0	0	0	0	0	0	0	0	8
AT1G64800	0	0	0	0	0	0	0	0	8
AT1G64830	0	0	0	0	0	0	0	0	8
AT1G64870	0	0	0	0	0	0	0	0	8
AT1G64910	0	0	0	0	0	0	0	0	8
AT1G64920	0	0	0	0	0	0	0	0	8
AT1G64930	0	0	0	0	0	0	0	0	8
AT1G65050	0	0	0	0	0	0	0	0	8
AT1G65113	0	0	0	0	0	0	0	0	8
AT1G65160	0	0	0	0	0	0	0	0	8
AT1G65165	0	0	0	0	0	0	0	0	8
AT1G65170	0	0	0	0	0	0	0	0	8
AT1G65210	0	0	0	0	0	0	0	0	8
AT1G65300	0	0	0	0	0	0	0	0	8
AT1G65340	0	0	0	0	0	0	0	0	8
AT1G65342	0	0	0	0	0	0	0	0	8
AT1G65346	0	0	0	0	0	0	0	0	8
AT1G65349	0	0	0	0	0	0	0	0	8
AT1G65352	0	0	0	0	0	0	0	0	8
AT1G65425	0	0	0	0	0	0	0	0	8
AT1G65570	0	0	0	0	0	0	0	0	8
AT1G65630	0	0	0	0	0	0	0	0	8
AT1G65640	0	0	0	0	0	0	0	0	8
AT1G65670	0	0	0	0	0	0	0	0	8
AT1G65680	0	0	0	0	0	0	0	0	8
AT1G65681	0	0	0	0	0	0	0	0	8
AT1G65735	0	0	0	0	0	0	0	0	8
AT1G65770	0	0	0	0	0	0	0	0	8
AT1G65880	0	0	0	0	0	0	0	0	8
AT1G65990	0	0	0	0	0	0	0	0	8
AT1G66000	0	0	0	0	0	0	0	0	8
AT1G66020	0	0	0	0	0	0	0	0	8
AT1G66030	0	0	0	0	0	0	0	0	8
AT1G66045	0	0	0	0	0	0	0	0	8
AT1G66110	0	0	0	0	0	0	0	0	8
AT1G66120	0	0	0	0	0	0	0	0	8
AT1G66145	0	0	0	0	0	0	0	0	8
